@relation i10
@attribute i1 real
@attribute i2 real
@attribute i3 real
@attribute i4 real
@attribute i5 real
@attribute i6 real
@attribute i7 real
@attribute i8 real
@attribute i9 real
@attribute i10 real
@attribute class {-1,100,101,200,201,300,301,302,401,501,601,701}
@data
28.398533,679.625172,166.640265,197.09837,284.463554,51.543832,42.132575,3.529214,37.687394,55.294365,101
26.663149,682.563941,346.079622,981.925508,285.009852,87.457688,52.553519,65.035643,25.537719,84.052847,101
25.05914,677.819654,481.671048,546.670859,279.481472,71.18661,92.064146,59.220028,59.293657,36.311558,101
22.577083,675.084164,340.838901,914.132915,283.64369,87.810124,99.535521,43.220379,95.111975,53.828736,101
20.569656,683.328908,60.121632,978.554333,285.77687,91.198467,56.462189,20.737201,22.114454,57.04425,101
36.155853,684.253967,446.44454,655.124709,286.665679,32.764302,96.725799,68.860496,67.45407,44.216678,101
30.91595,673.003026,428.73216,531.483099,275.285027,81.684988,11.799776,2.387095,17.318808,86.102078,101
34.492292,674.378834,991.971986,343.563833,281.721625,9.494091,75.868899,48.528814,0.981381,24.849548,101
29.462414,681.541128,91.597936,416.38458,285.360751,62.535533,67.951438,19.719611,63.900409,11.121713,101
34.136504,665.953503,984.342004,623.429084,282.37128,62.683994,92.771167,46.437021,19.487159,78.230073,101
33.058489,681.22675,821.460283,926.178745,285.632134,84.890601,31.731795,32.651409,29.349667,75.576342,101
23.504201,671.819535,259.5286,317.648576,275.809274,80.058552,97.142042,34.488866,2.829917,21.194872,101
28.616814,670.721103,202.994765,996.627343,282.947624,27.032805,20.285349,84.227103,34.375829,43.294042,101
38.085905,675.853947,36.638292,445.267981,277.912816,8.173196,3.525408,56.713301,72.509651,89.163372,101
32.086913,653.749493,988.57729,685.507603,291.714086,76.335885,10.286735,99.062378,7.296128,16.345723,101
26.682988,653.249063,662.144084,176.590706,283.6083,69.639133,42.36186,30.293203,54.135577,7.682071,101
23.624621,650.398414,842.684793,513.063054,291.274453,61.179274,63.95342,32.103072,89.421842,13.173564,101
36.838348,649.975563,774.846342,103.961196,273.075764,4.00255,17.539538,65.712676,74.931671,96.829336,101
45.743025,635.715688,499.305109,559.921194,298.485605,46.512955,95.037449,10.049268,99.476704,23.788178,101
54.882285,642.384069,777.147589,110.98012,286.540338,14.906969,60.408185,19.832297,8.492327,76.378623,101
46.69831,635.983853,393.397778,237.970438,285.655699,5.590175,34.104393,9.075252,75.164255,72.3712,101
55.102166,629.999378,221.896287,81.705075,296.565318,3.826295,36.125439,2.477232,48.633695,66.266708,101
57.639034,683.785913,481.404457,407.829611,280.443269,77.985628,69.201969,28.688956,50.659116,41.865371,101
54.512099,676.752764,843.195741,433.197199,273.436983,16.285491,24.07756,56.470804,36.416515,71.792429,101
47.790181,687.283178,152.982762,299.671936,283.907541,55.290118,99.016875,43.578704,11.963903,68.476625,101
58.273994,683.229023,496.676963,997.967754,297.534063,30.738927,33.210173,58.595326,88.837084,20.490868,101
59.832732,685.641356,317.852557,374.586199,300.720006,72.25514,40.095948,57.369595,9.919978,79.928576,101
39.639719,683.7721,584.388466,338.773844,296.140324,20.040333,51.150543,3.933836,29.004114,95.802558,101
38.674592,676.850383,420.298791,711.901357,304.786552,92.38977,0.946073,76.371724,16.562057,83.272546,101
15.651129,675.563286,525.915522,74.981237,289.197866,51.945027,23.369343,2.116832,94.648306,63.927856,101
16.715461,675.248964,835.389237,346.858517,288.973968,37.002676,7.719863,33.2299,19.182851,83.732884,101
30.074477,672.823617,781.84753,496.845364,279.926851,43.933601,43.078649,79.900938,54.24945,38.566911,101
20.546147,666.799879,353.845225,70.877946,282.054294,39.402715,75.922862,67.152475,20.186025,47.980703,101
26.118313,655.480742,969.782766,857.648176,284.166749,8.189286,99.784009,92.449928,78.476508,20.044442,101
20.781009,651.243182,499.549321,632.214671,283.939976,31.743725,42.61417,23.121317,49.361425,92.395647,101
20.625386,652.630053,392.845291,468.886537,288.456553,30.601182,32.385051,87.889676,42.300478,5.024954,101
24.963715,658.791049,590.231416,228.659405,287.284949,40.953588,96.509808,61.310424,45.930578,64.26112,101
20.735403,652.484285,714.546701,469.776914,298.754569,13.428714,54.413946,25.508412,66.680233,78.497725,101
39.059287,657.923413,338.919176,84.886182,285.870396,40.095273,8.25395,36.41849,43.281859,29.874502,101
561.456019,155.333604,50.611021,643.228976,547.324503,3.48912,64.461246,81.030035,9.830987,75.382833,200
556.950307,158.141712,54.603006,648.77717,543.542652,76.112708,47.185113,71.945433,86.167393,56.727797,200
677.191413,153.958744,53.576995,647.781479,541.329398,24.985874,39.985745,69.069899,72.631526,5.450844,200
530.883966,161.022065,52.3573,644.512068,537.007651,83.547672,61.603288,15.518901,12.660904,96.577705,200
499.652565,152.899116,58.011701,644.924407,549.543845,3.145513,67.470462,56.172536,20.543222,0.021839,200
864.530689,156.291942,48.544274,642.163029,544.167598,33.15907,43.511152,25.7832,45.141177,94.614216,200
423.706167,159.787013,56.254155,648.997838,545.330051,59.883557,71.890023,14.581279,19.957032,12.923428,200
100.902888,162.87006,47.97372,647.486675,553.002179,72.784646,9.832322,86.465739,74.678799,7.703911,200
51.217425,161.436836,47.195624,644.683823,536.385783,94.338344,7.464572,57.886273,34.563019,7.78778,200
185.496892,160.255822,47.889073,653.807007,537.856057,63.886107,89.429561,80.293955,94.888703,9.752764,200
524.366263,151.815552,47.057225,648.411562,555.261833,19.297601,4.869771,96.515007,74.155503,31.492089,200
393.841622,149.836287,53.593189,640.857696,543.603438,9.245313,67.872758,77.71857,43.055345,84.166403,200
543.484335,158.275344,43.941595,650.008956,545.800554,69.476282,23.533954,89.369206,70.052958,82.123964,200
7.703583,157.89603,50.572582,642.880225,547.101935,23.123896,40.99521,98.992239,22.789198,97.758797,200
709.718032,149.112711,55.417473,639.90515,546.029793,87.230941,37.074727,6.407526,93.714461,26.031775,200
339.727933,163.697526,49.473707,641.450969,531.074877,85.761773,47.611514,45.84001,6.469473,53.916392,200
884.195765,157.237911,58.134163,638.692647,531.664437,78.414014,40.012085,42.570943,34.753101,66.235422,200
293.35275,155.607792,49.80143,646.566552,534.788985,17.969869,70.2849,65.002852,82.551545,46.522642,200
74.016474,149.126182,53.384219,645.783327,553.772823,58.016913,87.707463,3.209605,16.389451,33.844968,200
186.063927,155.819179,48.750986,638.279281,523.006936,98.454347,91.162628,46.504779,63.757215,62.037981,200
897.96036,157.769536,48.674406,644.303951,539.908663,10.359639,71.230973,41.374576,99.113602,29.795189,200
915.653311,151.499994,54.510579,641.292168,539.220715,9.96194,11.076805,5.326437,11.037757,97.772824,200
638.37833,158.676345,53.479206,643.411479,522.823209,35.457023,98.882491,79.734679,82.940065,45.770864,200
550.515006,160.014193,51.830653,642.992577,530.041135,54.29324,14.309622,21.275514,53.363052,68.3621,200
666.422657,151.769431,59.485053,641.077835,536.792316,49.364655,86.999667,72.478912,31.223781,45.753527,200
880.25594,160.203688,45.939773,644.814807,529.756037,43.646308,98.6665,72.184607,61.416574,65.815306,200
17.576144,167.621973,50.853215,648.948053,541.084654,86.036965,56.923792,44.396831,2.724477,60.757747,200
846.896904,159.067414,54.136356,642.636172,515.248344,79.965837,19.384718,60.368588,73.52426,50.778481,200
405.909787,159.15221,54.522633,641.867063,515.184322,84.599896,95.176307,33.495031,7.347151,30.076426,200
423.305251,160.829907,52.899753,633.532088,536.363357,99.465679,11.337738,69.905243,69.404711,39.255472,200
407.230881,150.883282,50.140309,634.578495,536.831682,20.061111,27.638668,96.787079,16.806119,80.652983,200
485.526667,154.801218,55.702298,637.539241,518.788824,88.089016,59.637553,14.525066,17.178138,5.459259,200
164.619788,162.69616,51.107452,637.089411,520.00074,75.578387,58.522851,41.850676,55.572103,95.983269,200
986.52839,167.201683,44.31149,641.772717,562.295615,45.046985,67.624413,65.856978,89.437645,86.103827,200
447.717765,165.303923,47.64749,643.873696,535.97572,71.636688,21.240842,30.043967,29.839042,2.036964,200
150.516613,168.017372,43.864182,651.929117,560.033601,78.7239,25.993313,98.023211,76.115326,96.005109,200
805.086476,170.535461,50.769708,645.838565,527.495934,78.206055,11.135565,91.640178,34.578822,80.718043,200
324.751077,154.945884,42.573331,644.240558,552.312998,31.520246,93.130865,44.625246,49.796074,14.960392,200
40.885756,168.07941,45.927616,653.300164,553.538719,51.508546,35.825635,84.48895,50.794125,3.709019,200
760.936375,157.27826,46.122066,652.489931,561.110085,72.544399,18.600138,49.526451,69.141841,88.505823,200
839.4179,169.7395,46.905329,646.654552,551.533048,95.406353,82.560426,24.919201,44.684777,24.713155,200
240.628023,169.512004,47.700579,636.724046,552.821678,70.806147,40.695406,81.003957,24.949628,35.201108,200
798.301293,173.224081,51.281409,640.743998,567.619845,81.789712,86.472895,27.24502,12.197186,72.672227,200
474.227146,176.100669,51.362216,640.565914,529.632665,64.882635,6.09438,14.288408,14.737736,6.837119,200
406.59542,171.548294,53.146732,640.069268,536.566033,93.930044,81.690616,79.996196,47.738826,32.959905,200
132.01923,170.044102,46.368934,645.950786,571.047383,69.020654,23.547622,33.652547,5.911647,98.704001,200
473.484665,171.468673,47.050351,644.284081,527.946322,50.644407,53.705895,60.128418,21.207209,60.753511,200
276.092554,171.674596,49.376317,643.024498,544.795692,72.344057,21.702701,22.567139,82.491927,99.195327,200
765.492648,169.85752,54.231964,636.939566,527.853502,86.990523,93.832522,98.655399,88.463192,45.226644,200
733.853963,167.304951,50.700276,642.544078,562.23519,8.66132,41.413357,63.338022,37.59666,94.598479,200
925.604421,173.178594,44.760479,641.789878,546.12666,70.798404,12.86533,69.071918,46.249142,61.233308,200
959.39865,163.386249,46.679463,648.583808,567.10778,97.350161,65.063495,40.029975,87.576794,75.021832,200
615.708325,174.828745,44.031386,641.192792,552.750699,18.623261,52.490163,68.66446,48.634417,92.371303,200
254.147378,174.576571,51.148454,650.344164,549.249012,6.255427,11.747821,48.806597,29.189207,7.004172,200
163.099622,171.813712,53.13911,645.157774,538.550201,51.643401,79.373117,61.305489,40.939846,43.383932,200
137.048888,171.93235,45.759175,653.815023,539.42573,67.987916,39.48983,41.143372,79.858198,38.124831,200
449.054103,175.567938,46.6282,642.65952,574.376946,49.901735,10.41432,20.991205,90.605781,72.819479,200
324.218393,176.573878,45.830929,644.5602,576.109199,37.680366,36.296909,5.702319,43.664323,4.141679,200
760.247674,174.171006,45.708424,646.776388,533.256179,47.953753,58.874548,1.51196,53.382458,88.903312,200
46.784499,169.212116,47.502919,648.182231,550.410806,34.501631,5.590628,54.486236,97.952932,2.895905,200
448.661188,173.819978,48.711249,635.762555,578.136856,37.146045,47.634648,75.607562,13.069034,43.39715,200
184.727377,164.495305,46.319948,636.709401,567.733488,68.014864,86.513216,98.299039,70.188576,69.556295,200
340.1083,171.449455,39.404901,638.049306,565.738903,22.590647,65.228181,69.011302,15.13107,8.355164,200
501.044629,164.658092,44.211902,643.478249,559.457304,12.724432,6.157499,17.458238,68.641137,39.38042,200
619.62216,169.973067,50.238377,641.733072,567.116636,13.061849,54.137629,64.156016,59.626221,55.660122,200
791.525206,161.873904,41.406424,646.523465,556.352475,94.227335,86.469023,99.055269,44.970113,10.392128,200
911.948139,168.447738,56.61809,643.963495,571.076032,91.448333,32.150811,15.481449,44.756463,35.385528,200
46.755825,170.775152,44.932832,648.553831,573.64012,91.267903,65.273194,55.796194,94.205044,36.378165,200
386.848707,173.197929,49.967444,642.608422,571.314613,25.747581,79.599888,43.680516,94.766187,25.35252,200
498.807799,162.801454,40.081046,645.233349,570.72855,42.956879,67.976446,99.970399,95.550588,39.094548,200
661.955863,171.469796,53.590719,635.206707,528.788491,63.812302,83.873332,5.322645,63.346884,24.883988,200
276.090552,169.977742,43.545946,642.045244,582.888907,21.153933,62.160314,68.599717,39.450964,50.065675,200
903.871463,176.593503,44.340717,646.978609,545.862712,13.763026,8.671852,80.974356,20.500216,74.295656,200
374.655276,163.080974,46.060012,633.960667,534.106541,45.602015,70.346227,32.567665,75.544071,97.556215,200
614.34264,162.449148,41.468093,651.063324,561.002204,86.036568,68.254694,82.888124,54.1887,56.902794,200
527.780933,175.251164,43.043219,640.16297,572.410412,7.69307,90.362469,60.970552,68.239042,7.255561,200
655.938359,163.569903,59.088994,639.081743,520.881878,14.622669,93.89385,66.220212,81.455718,96.260216,200
899.379511,175.017605,42.004278,649.118902,529.55786,36.680975,21.960589,43.016542,75.395908,17.656305,200
36.119071,173.487772,42.400518,636.968949,564.796281,80.037127,12.06517,83.537691,50.730969,6.450888,200
774.517578,177.708358,52.739285,644.299708,567.567361,1.613191,87.726372,64.875611,69.918911,41.48686,200
940.494349,170.537043,45.714131,639.765753,536.409153,45.342296,63.373946,6.354564,12.992568,12.254784,200
9.004808,155.600718,51.162359,634.885585,515.812469,50.835531,24.9305,52.609609,96.98011,67.684196,200
586.330928,175.207531,55.338319,651.322763,528.327907,98.963353,52.789867,4.905586,57.495704,16.508692,200
78.142271,165.272295,45.794296,633.023251,570.235368,63.965556,15.864109,75.019024,61.626985,4.626087,200
81.491438,158.648941,45.423315,632.415121,528.131425,57.090958,36.67832,1.416206,26.169318,74.688368,200
867.513886,165.788003,49.970277,637.094547,576.156573,50.606754,32.162985,66.211074,98.43555,59.892624,200
284.134485,164.108856,41.140697,656.311721,558.596288,31.953472,55.353939,16.162396,41.485183,42.750918,200
606.028988,169.38077,41.264308,657.629233,568.862496,6.992693,47.092641,22.407411,16.775098,47.507847,200
265.371967,172.336222,49.733182,658.940325,551.593753,88.28712,68.459894,71.913393,42.099873,64.034303,200
803.102979,171.707887,52.463762,657.686852,546.000872,79.907225,14.228487,17.674356,94.867641,31.654229,200
256.487711,164.623776,52.987406,640.402993,535.167003,41.494324,52.683269,76.893646,14.728031,50.403752,200
479.981911,175.116369,51.709975,631.008165,556.042912,25.433166,16.094542,47.520956,55.168907,7.431453,200
342.975071,173.3809,41.989262,631.068951,558.726698,47.922089,0.741703,15.973395,65.056217,1.210524,200
14.224883,177.675876,47.227679,645.766727,581.112114,64.084971,17.91145,45.904948,29.859101,58.758916,200
189.056666,172.790244,46.967547,643.48102,525.390268,38.157598,22.25204,64.979193,23.810044,46.811873,200
613.836321,179.976572,43.550211,649.460955,584.94063,60.983938,54.879332,80.129411,24.682439,56.870646,200
634.420412,168.348239,38.696468,653.083188,526.121087,58.312306,4.380473,44.960217,74.829214,69.151044,200
673.006,172.554248,39.172916,651.087938,591.191029,29.605931,54.402852,80.460642,68.566507,82.197401,200
897.987334,165.153014,41.764281,648.233561,586.039695,52.251841,20.152526,35.925605,18.887482,93.24881,200
167.141654,167.349973,43.577834,647.393109,531.703069,84.059887,83.980361,88.640733,69.5954,94.503564,200
101.965124,170.685682,35.825291,648.861665,526.02599,72.56281,22.379298,80.431041,64.117095,21.291949,200
816.714099,166.004911,44.158825,654.33258,550.074496,16.064144,4.025858,41.24825,82.234367,18.132798,200
280.638857,177.259365,38.646394,642.994815,520.999566,5.21382,46.140675,57.24045,9.046364,44.569239,200
242.724414,176.382146,39.038846,652.234837,576.448635,86.325836,31.05115,61.405397,84.61731,95.587604,200
194.415485,177.49669,35.49176,646.324122,588.523665,61.666159,74.372085,73.815915,57.778437,15.689013,200
994.5352,170.397024,33.105876,647.14663,582.206357,91.250388,14.395369,40.128574,63.235064,1.472033,200
588.534527,166.854726,36.944339,646.383367,521.063272,94.018906,21.413619,22.375949,52.856352,2.843165,200
513.840295,167.165236,45.463217,656.576385,530.242547,76.288827,68.265935,40.036128,39.234156,11.94923,200
766.867659,161.154346,44.361615,653.253555,589.859206,27.931363,36.355958,83.145116,38.630972,19.128338,200
225.44123,163.839382,45.305623,654.618784,595.492614,74.056033,33.478789,5.91364,3.58732,9.294053,200
472.474921,165.902445,46.335446,653.251179,592.57707,77.902019,55.992307,4.911738,9.153066,53.436089,200
529.345793,169.128884,45.244669,656.74116,598.691968,73.273659,99.729904,89.49968,51.62354,31.383122,200
28.490805,169.90913,42.979785,649.799913,517.248197,24.891564,58.409288,58.523249,0.567431,76.978249,200
764.69885,163.161648,50.879835,648.125794,564.866298,76.865372,8.782174,9.817324,66.64877,69.944782,200
610.536503,160.32709,43.621441,649.024361,528.441065,37.239215,15.594013,64.518704,13.250525,36.009209,200
598.51395,165.302536,40.40157,649.751145,529.366215,81.982522,95.087609,59.939455,26.736748,51.666618,200
193.072766,167.835169,38.485464,642.026484,586.766562,27.472125,40.945159,76.028398,65.084321,29.837405,200
390.051561,170.822267,37.693763,643.773986,587.959582,69.192687,70.947952,80.6811,54.735708,78.760126,200
815.163319,166.773403,40.861529,646.69761,583.087414,88.975216,42.18025,82.346865,43.511847,99.174465,200
785.212237,162.337586,37.828635,660.651964,551.271507,15.759246,9.405053,47.941792,7.184194,93.871708,200
660.703276,163.287106,47.163116,659.967903,573.803719,49.099913,85.176439,98.355456,49.603349,10.414356,200
764.45569,177.786139,45.922518,632.488961,549.797755,30.46954,94.863518,59.240512,58.239877,49.578217,200
179.392124,172.820316,51.066468,654.431792,601.486633,41.192411,25.499595,95.462747,62.353101,1.303161,200
410.182428,166.406686,47.535667,662.235165,604.166611,97.022002,85.918142,14.328851,14.659566,11.62488,200
904.632224,179.805428,58.72896,656.074454,532.752301,94.554511,12.774968,5.14546,88.098978,8.337134,200
392.492504,160.880707,39.993229,628.043187,530.968287,79.350009,47.751635,60.441941,86.163145,48.115034,200
335.537501,176.72665,46.39423,664.99138,556.092635,58.00594,40.797474,94.458262,39.342005,68.495526,200
839.123964,180.381026,55.118574,634.618926,561.754992,52.866817,17.155441,50.105677,62.928192,77.488178,200
504.625433,174.881801,47.90643,636.589601,560.069417,8.95594,2.154487,40.902583,54.729652,30.312435,200
264.608559,177.862738,46.281385,656.292452,593.461012,10.257781,60.95,30.383867,58.229487,61.744336,200
703.732033,172.3865,34.574354,654.518007,521.044007,36.926703,1.135802,38.74641,32.523593,71.991742,200
280.005905,176.446475,34.146675,648.656216,597.983111,81.51875,24.533785,21.333624,18.846747,51.604383,200
673.851138,158.356822,44.558281,662.003003,546.027388,26.321925,64.975858,71.632117,40.463854,79.877134,200
301.231011,163.100978,41.581976,653.244672,546.594875,42.140524,47.276477,95.986859,41.569957,16.560982,200
746.460961,160.965349,42.447143,665.294544,547.475577,67.844586,55.584936,82.739022,3.464057,47.191988,200
848.2763,167.760032,35.648306,654.249357,559.46871,87.988084,39.347943,45.448032,98.242291,95.566148,200
825.543412,168.752041,52.057,660.186903,577.444369,33.390912,61.671846,36.115433,4.805021,18.033015,200
474.018674,158.256979,52.840934,662.498712,579.528934,61.863491,76.998554,5.114971,56.320409,50.035153,200
630.417611,158.745301,50.480136,652.732817,578.231334,64.276911,7.613879,85.48416,37.476447,7.515377,200
701.964896,166.545066,52.608993,656.645319,570.588425,61.322275,98.027805,19.260549,43.435994,37.161353,200
403.082238,168.473355,49.613661,664.330156,568.514541,35.919524,10.477343,11.028611,59.907729,59.329206,200
48.481213,173.574583,59.114467,645.83215,537.214172,42.17893,63.606186,90.395898,46.629513,60.951467,200
349.589243,158.521675,48.885209,641.111569,520.534842,34.595934,97.757709,8.760229,95.059534,68.544474,200
797.561998,177.740748,56.134735,660.871155,544.886836,60.811088,68.886631,69.55186,60.47516,36.307455,200
386.076434,178.48003,55.706354,626.624006,545.931144,19.044302,72.38836,0.213222,13.278284,30.896248,200
599.150607,181.709441,55.497232,634.22975,560.693387,71.835149,13.351722,73.278933,8.310059,4.553683,200
724.823367,178.274505,41.239017,654.837811,593.756429,42.793611,63.97424,29.491314,87.211909,87.974073,200
757.788326,144.71789,58.685597,635.956727,556.125798,46.516427,13.333519,76.24162,78.362604,60.733654,200
667.054723,174.018545,47.932248,647.508449,576.965882,41.027837,84.299674,53.960033,63.045768,83.31381,200
61.384684,172.775408,35.124017,639.430922,527.679851,31.768827,6.154489,11.83818,30.723756,87.148538,200
699.546418,182.718395,35.597551,637.668781,527.64148,62.275673,22.738573,24.183412,85.546798,54.605362,200
997.962881,158.935529,52.324287,657.901548,584.882753,90.12775,69.476113,52.315489,12.649117,93.728166,200
186.919651,162.498879,48.252104,645.017061,587.878511,62.238366,1.018008,71.078691,88.963633,36.726755,200
394.571239,163.770255,37.471708,653.395794,516.616803,3.468084,48.238168,19.64616,47.8999,55.908523,200
339.316263,163.242868,45.433505,660.366073,564.655056,87.149752,55.394255,66.64434,27.308683,5.353046,200
493.969476,153.189186,43.098004,657.197977,554.595504,56.792877,13.792976,76.224151,77.062611,45.063888,200
77.54487,155.556541,40.123068,655.792993,590.609794,82.818093,95.989803,80.0881,34.063045,4.023557,200
0,150,50,650,0,45.155692,96.191729,61.102602,66.650688,73.848571,201
870.943869,156.032094,40.067161,648.713186,416.567121,9.659694,30.948417,26.329827,39.990804,22.552066,201
685.956291,157.907828,49.662927,636.497263,22.901899,91.774034,98.144291,20.990683,88.792697,34.335991,201
636.14863,175.015264,39.770386,649.132962,917.513401,55.413474,57.141728,91.486468,24.880176,35.592907,201
966.313555,165.243107,51.94019,633.523971,526.041558,46.586397,32.084219,65.076237,72.514396,94.543809,201
720.462837,181.045687,61.742321,665.919017,972.412081,73.292784,22.678076,42.324308,7.639444,85.940375,201
266.265207,184.162222,66.957479,662.540677,984.570587,81.735399,22.117586,63.118585,65.34403,15.470042,201
388.735466,186.657289,62.893184,662.986754,387.554569,88.726921,79.360696,61.063096,14.084353,11.10479,201
551.987809,183.398379,61.92992,658.891944,4.573712,41.137369,78.263011,25.063329,11.103501,33.132362,201
509.816597,184.249094,62.131319,671.432176,909.7225,69.723483,61.46553,8.566617,63.586321,11.036189,201
727.545984,185.078161,63.790438,655.777952,315.929793,22.117833,41.032542,97.178529,18.889374,29.137805,201
387.512809,180.402846,57.542167,664.087876,650.595753,3.000861,55.261566,30.1783,67.42391,83.167515,201
401.205747,181.47598,65.089856,664.53258,459.11444,34.000394,69.079408,94.050777,1.062768,18.551567,201
698.038486,173.370725,65.568246,663.709472,809.880626,83.440108,39.060347,16.439078,62.325368,66.299158,201
942.523518,183.748991,60.611249,664.146289,854.088451,38.920385,65.738909,41.206911,27.33164,42.49672,201
666.131046,172.474293,60.082714,662.856266,661.523527,76.179325,32.685594,84.446675,47.692281,79.503033,201
873.79567,179.716986,72.70899,665.135942,90.007037,18.036042,36.818056,25.199307,57.384902,34.843632,201
160.630173,171.158192,73.883879,663.124849,392.55065,99.731474,34.62554,10.758771,87.8068,78.804175,201
475.968263,180.255099,66.851862,654.221625,966.483709,95.223627,5.073954,84.659897,60.970565,10.399282,201
703.262105,178.160456,67.763517,659.573508,420.898611,89.871191,50.169778,98.47824,65.694961,39.397315,201
36.049788,181.933709,73.202331,657.254339,269.165201,42.525084,98.59978,40.250085,75.018708,66.778248,201
947.056773,184.374538,70.149653,659.549176,378.179088,41.740054,18.407473,60.901518,39.333169,71.132935,201
409.917394,189.469014,72.247128,660.730056,189.97949,30.899028,34.469453,52.438273,28.740729,22.711125,201
167.509955,178.711931,79.016456,659.5815,284.86422,74.293911,4.754269,52.088264,5.742464,53.926786,201
857.077974,185.233063,71.27083,669.384707,51.287155,4.015727,41.146046,85.08493,24.879968,25.738297,201
441.49689,173.398749,77.958443,658.36338,670.061299,21.026778,3.945566,4.753762,41.389846,16.439291,201
591.052451,183.055831,75.057996,654.714662,501.989243,36.532277,5.772277,23.166955,94.706097,90.65354,201
556.029211,182.514394,75.194156,662.673341,92.209726,7.48381,89.384213,4.73109,72.779867,81.64682,201
265.851004,168.369949,65.784612,659.881508,17.254394,8.17653,59.339821,71.398102,68.698529,21.792337,201
127.207955,164.682112,76.989728,660.559893,89.082088,93.325154,19.565252,99.391106,71.768708,35.717429,201
566.496546,174.107414,75.74981,656.036668,594.098958,90.301904,85.374017,84.81919,6.842913,85.670376,201
453.502981,176.923374,71.118755,656.937406,361.296527,53.332222,55.531549,32.500703,35.349217,95.640908,201
949.172511,171.65476,70.658615,661.669583,222.042521,2.984848,50.513669,25.720933,11.759512,58.269495,201
159.155357,185.251282,74.067259,668.411007,272.262971,82.075938,83.518307,5.809873,95.63561,20.006368,201
949.025184,164.784889,70.640741,660.617368,768.730758,8.745696,12.673278,23.987172,60.229393,31.233815,201
57.650541,167.691588,75.780994,653.962317,640.314911,49.571245,82.597889,90.79717,84.273908,52.813304,201
577.456835,165.852795,81.492482,662.765275,509.662589,55.368721,6.196383,48.134181,3.275054,5.946742,201
464.584075,164.981597,86.500971,659.866509,913.957112,90.481095,34.790864,87.105757,25.573422,46.703857,201
276.686042,172.543199,80.539533,657.101831,184.114102,38.298166,61.958585,51.860266,98.358261,63.918094,201
5.995808,167.011991,65.029346,656.489037,350.041902,96.506091,84.459394,73.19751,14.378556,39.079105,201
897.725178,166.086245,83.200906,655.020695,389.397919,60.204577,96.256394,95.672374,89.159744,57.740046,201
702.381561,189.891936,69.539767,673.633465,454.011689,60.415999,2.991127,49.038795,17.247636,93.055899,201
0.589685,169.982781,57.903583,659.732946,716.904048,99.506952,39.72096,3.375811,81.802466,22.246619,201
648.583485,165.769319,64.500825,664.796119,450.666473,94.204972,65.335802,89.723151,90.222512,76.291612,201
897.97683,170.780262,80.650368,662.114956,491.038703,43.856106,42.051474,65.477873,79.573004,59.355057,201
354.442607,185.680044,74.459095,671.980251,121.520883,38.427337,5.459869,44.582722,9.134105,64.74334,201
614.832161,191.173802,75.949531,675.000339,393.361811,70.384297,98.021396,74.169826,37.914793,55.794646,201
226.627328,189.910085,75.86985,671.068362,935.726061,61.892148,78.86953,90.67718,36.957906,94.198689,201
439.540084,185.159958,69.189212,674.18383,597.50527,38.15881,40.085408,55.341492,96.940905,43.547515,201
157.95345,177.644136,62.736518,671.531276,122.169091,65.607923,3.09535,58.829724,98.885358,66.193927,201
243.551675,164.693769,65.365287,651.287621,907.574246,51.763339,29.039308,89.155419,2.652867,33.596004,201
621.537186,158.6548,64.936164,656.472423,909.477907,80.683895,38.685188,95.591577,71.959613,10.325763,201
141.167284,160.250993,64.168995,658.331883,163.680233,7.347977,21.502824,19.731241,38.218527,37.326863,201
531.34047,159.551942,66.580497,657.360356,29.977354,82.662367,63.508761,41.593692,31.393596,56.307129,201
255.511396,164.734539,57.168894,654.94644,343.138778,54.977806,43.439457,47.679842,77.702077,64.252549,201
549.947479,159.510312,74.611216,663.907506,195.201193,11.363704,62.648869,4.816171,63.098495,63.06516,201
167.37637,160.455492,81.701685,666.955349,883.262416,3.689145,67.454327,46.347454,72.783442,72.74642,201
847.424862,163.154279,77.158626,668.370968,472.992212,91.510083,49.211734,70.846797,72.408174,54.906089,201
203.75528,164.793049,79.177668,667.2927,397.604372,18.847514,52.033083,9.547261,35.878362,44.71198,201
803.127913,165.514551,80.543269,670.213543,885.290054,11.865675,26.794148,17.745556,41.481971,94.538757,201
3.916628,184.992758,68.514501,680.872405,912.909442,84.835238,68.776986,70.237903,44.176882,90.623518,201
348.22387,189.542995,73.89835,680.195201,55.64803,9.149418,37.407099,94.366451,42.721275,30.382356,201
370.005416,195.633642,84.443436,674.486229,257.044644,65.197897,82.325697,50.246259,76.831188,90.179665,201
890.573185,197.834337,81.56822,672.483617,528.96361,87.820086,19.290656,95.958837,55.936394,48.893013,201
73.540532,199.855898,82.02025,679.865392,838.17815,91.225356,20.925406,0.176324,38.356885,50.388724,201
144.269669,192.381382,81.716212,681.00652,187.331874,73.943592,94.998975,74.233431,37.060581,21.41348,201
975.398342,200.051024,81.89185,678.558552,105.86395,37.391331,1.888544,86.756007,40.210303,1.706316,201
530.471571,193.729029,89.803684,681.865417,785.182791,46.594077,27.121789,48.310505,41.631939,56.335466,201
38.121283,194.451192,87.274256,683.816695,34.871882,64.424687,29.78984,61.339188,62.634003,68.117336,201
419.451862,207.724557,79.493886,678.253348,82.762399,75.689497,63.847129,38.616274,38.568564,65.62441,201
98.116168,199.607748,82.85902,677.551514,853.034897,43.100168,11.581184,21.508015,56.010495,95.414571,201
