@relation i05
@attribute i1 real
@attribute i2 real
@attribute i3 real
@attribute i4 real
@attribute i5 real
@attribute class {999}
@data
390.051560622,170.822266611,37.6937625581,643.77398618,587.959582313,999
815.163318542,166.773403347,40.8615288493,646.697609556,583.087413701,999
785.212237222,162.337585794,37.828634507,660.651963721,551.271507376,999
660.70327582,163.287106426,47.1631160713,659.967902848,573.803719281,999
764.455689808,177.786138593,45.9225179589,632.488961021,549.797754945,999
179.392124036,172.82031579,51.0664677707,654.431791782,601.486632935,999
410.182427598,166.406685801,47.5356673304,662.235165287,604.166610717,999
904.632223598,179.805427802,58.7289600186,656.074453995,532.752300677,999
392.492503759,160.880706865,39.99322903,628.043187049,530.968287152,999
335.53750107,176.726650367,46.3942296298,664.991380279,556.09263466,999
839.123964139,180.381026317,55.1185742785,634.618925688,561.754991632,999
504.625432588,174.881800926,47.9064302552,636.589601403,560.069416777,999
264.608559211,177.862738201,46.2813853159,656.292451649,593.461011905,999
703.732032538,172.386499966,34.5743541059,654.518006535,521.044007101,999
280.005904966,176.44647457,34.1466751338,648.656215861,597.983111232,999
673.851138226,158.356822082,44.5582813377,662.003003257,546.027387769,999
301.231011097,163.100978045,41.5819755572,653.244671542,546.594875231,999
746.460961381,160.965348767,42.4471429398,665.294544394,547.475576995,999
848.27630015,167.760031643,35.6483057279,654.249357467,559.46870969,999
825.543412312,168.752040648,52.056999974,660.186902628,577.444368921,999
474.018674361,158.256978857,52.8409342013,662.498711823,579.52893385,999
630.417611283,158.745300839,50.4801360681,652.732817494,578.231333912,999
701.964895599,166.545065911,52.6089929006,656.645318739,570.588425475,999
403.082238215,168.473354608,49.6136605197,664.330156031,568.514541384,999
48.4812133461,173.574582573,59.1144668051,645.832149517,537.214171871,999
349.589242825,158.521675272,48.8852094435,641.111568913,520.534841735,999
797.561997939,177.740748472,56.1347346747,660.871155323,544.88683561,999
386.07643373,178.480030476,55.706354098,626.624006314,545.931144084,999
599.150607432,181.709441454,55.4972315023,634.229749779,560.693387214,999
724.823366617,178.274504696,41.2390165181,654.837811379,593.756428725,999
757.788326076,144.717889748,58.6855973309,635.956727146,556.125798011,999
667.054722984,174.018545168,47.9322476703,647.508449249,576.965882376,999
61.3846836616,172.775407982,35.1240168538,639.430921591,527.679851056,999
699.546418469,182.718395214,35.5975512058,637.668781319,527.64148035,999
997.962880527,158.935529452,52.3242872102,657.901548055,584.882753352,999
186.919650796,162.498878733,48.2521044029,645.017060752,587.878510985,999
394.571239266,163.770255133,37.4717082762,653.395794434,516.616802605,999
339.31626304,163.242868032,45.4335045674,660.366073229,564.655055526,999
493.969476426,153.189185821,43.0980042486,657.197976679,554.595503528,999
77.5448703007,155.556540937,40.123067835,655.792992864,590.609793757,999
0.0,150.0,50.0,650.0,0.0,999
870.94386877,156.032094126,40.0671612671,648.713186357,416.567121278,999
685.956290799,157.907828201,49.6629271024,636.497263145,22.9018990454,999
636.148630383,175.015263668,39.7703863237,649.132962303,917.51340149,999
966.313555498,165.243107466,51.9401903929,633.523970973,526.041558078,999
720.46283683,181.045687139,61.7423213612,665.919016702,972.412081018,999
266.265207469,184.162222091,66.9574794667,662.540677173,984.570586969,999
388.735465578,186.657289225,62.8931841156,662.986753565,387.554569152,999
551.987808704,183.398379151,61.9299200921,658.891944076,4.57371205104,999
509.816596998,184.249093672,62.1313187597,671.432176383,909.722499684,999
727.545983556,185.078160957,63.7904382623,655.777951872,315.929792798,999
387.512808906,180.402846092,57.5421672718,664.087876263,650.595752887,999
401.205746561,181.475980053,65.0898556106,664.532579971,459.114440451,999
698.038485892,173.370725284,65.5682458785,663.709471956,809.880626188,999
942.523518376,183.748990626,60.6112490441,664.146289271,854.088450929,999
666.13104627,172.474293248,60.0827141273,662.85626582,661.523527452,999
873.795670454,179.716985952,72.7089900362,665.135941581,90.0070372933,999
160.630173475,171.158192022,73.8838794094,663.124849331,392.550650483,999
475.96826326,180.255099083,66.8518624114,654.221625136,966.483708734,999
703.262104691,178.160456187,67.7635166335,659.573507961,420.898610946,999
36.0497882562,181.933709257,73.2023311229,657.254338696,269.165201183,999
947.056773084,184.374537672,70.1496529691,659.549175714,378.1790884,999
409.917394244,189.469014297,72.2471280537,660.730056235,189.979489984,999
167.509955077,178.71193098,79.0164558802,659.581499822,284.864219924,999
857.077974291,185.233062572,71.2708303228,669.38470741,51.2871551617,999
441.496890113,173.398748563,77.9584433045,658.363379721,670.061299353,999
591.052450923,183.055831003,75.0579956605,654.714661725,501.989242863,999
556.029210819,182.514394142,75.1941557789,662.673340826,92.2097259044,999
265.851003571,168.369949125,65.7846124923,659.881508134,17.2543935078,999
127.207954729,164.682112051,76.9897278107,660.559893467,89.0820876543,999
566.496546356,174.107413632,75.7498100077,656.036668008,594.098958204,999
453.502980881,176.923373642,71.1187546239,656.937405981,361.296527412,999
949.172511139,171.654760456,70.6586154362,661.669583352,222.042521476,999
159.155356664,185.251282022,74.0672585309,668.411006895,272.262970951,999
949.025184284,164.784889223,70.6407409521,660.617368188,768.73075816,999
57.6505412088,167.691587631,75.780994163,653.962316906,640.314910738,999
577.456835164,165.852794757,81.49248227,662.765275247,509.662589115,999
464.584075476,164.981596883,86.5009711023,659.866508669,913.957112433,999
276.686042077,172.54319913,80.539533017,657.101830682,184.114101976,999
5.99580806653,167.011991154,65.029346316,656.489037116,350.041901641,999
897.725177905,166.086245488,83.2009064815,655.020694882,389.397918568,999
702.381560954,189.891936414,69.5397670352,673.633464802,454.011688681,999
0.589685426084,169.982780611,57.9035830939,659.73294637,716.904047867,999
648.583485451,165.769319366,64.5008249579,664.796119325,450.666473335,999
897.976830159,170.78026235,80.650368218,662.114955902,491.038702841,999
354.442606961,185.680044484,74.4590945591,671.98025114,121.5208826,999
614.832160548,191.173801737,75.9495308042,675.00033891,393.361811374,999
226.62732848,189.91008477,75.8698499669,671.068361911,935.726060812,999
439.540084479,185.159957923,69.1892120136,674.183829573,597.505269904,999
157.953449592,177.644135509,62.7365176544,671.531276421,122.169090756,999
243.551675297,164.693768602,65.3652866774,651.287621338,907.574245825,999
621.537185517,158.654800224,64.9361635384,656.472422961,909.477906524,999
141.167283722,160.250992671,64.1689947419,658.33188272,163.680232766,999
531.340470213,159.551941998,66.5804972391,657.360356469,29.9773539882,999
255.51139614,164.734538762,57.1688943188,654.946439562,343.138778379,999
549.947478537,159.510311802,74.6112159425,663.907505594,195.201193068,999
167.376369826,160.455491829,81.7016852985,666.955348631,883.262416373,999
847.424861986,163.154278868,77.1586257122,668.370968118,472.992212022,999
203.755279816,164.793049391,79.1776681804,667.292699638,397.604372228,999
803.127913206,165.514550883,80.5432688152,670.213542579,885.290054442,999
3.91662804078,184.992757678,68.5145009315,680.87240539,912.909441939,999
348.223869988,189.542995177,73.8983497706,680.1952008,55.6480297643,999
370.005416287,195.63364247,84.4434358842,674.486229231,257.044643571,999
890.573185417,197.834336612,81.5682199562,672.483617125,528.963610449,999
73.5405323618,199.855897861,82.0202504365,679.865391869,838.178149663,999
144.269669155,192.381382285,81.7162118007,681.006519536,187.33187369,999
975.398342103,200.051024382,81.8918499116,678.558552302,105.863950101,999
530.471571006,193.729029466,89.8036835716,681.86541748,785.182790987,999
38.1212827699,194.451192015,87.2742558555,683.816694837,34.871881978,999
419.451862207,207.724556689,79.4938856491,678.253347704,82.7623992127,999
98.1161681809,199.607748115,82.8590195089,677.551514203,853.034897462,999
441.389124177,203.964857302,86.9972327192,675.638062188,184.448886239,999
693.875260135,202.65311979,81.415366534,675.387998354,107.748986249,999
364.969313896,205.946362043,86.2629366377,683.013426764,586.72669847,999
23.3891427245,199.850243267,78.9877034647,667.108029504,323.496251125,999
288.659449828,202.078647867,74.9293727399,662.768192157,539.441858871,999
452.128962975,204.351935562,72.795173227,668.387610619,901.379918305,999
557.378026174,200.490532613,71.9829058232,666.535336199,456.211130208,999
787.124413333,202.340804918,68.3265583159,669.303412363,602.899950869,999
222.325367268,198.68978389,80.4202136571,665.776998303,853.620579633,999
655.685928827,207.600492605,80.9322719247,661.347035277,800.679247197,999
580.653016914,205.935464197,66.1935968328,663.603164635,284.13775439,999
616.64394586,197.989924844,70.7119555893,669.811392908,319.754829491,999
506.557085945,200.875094628,76.9657930182,666.724351722,647.126750552,999
427.548829349,194.749538309,78.7230709508,657.929485147,413.000610904,999
237.99874465,159.127148767,61.7644718884,647.781961898,323.367752358,999
478.128117332,189.268587348,64.2983610659,682.561820883,989.933342974,999
952.33506305,186.548795927,62.2897792821,688.766624643,949.017414808,999
471.656574269,190.071442739,57.067127194,685.056174093,668.364656416,999
273.25602173,189.716359584,61.4201831672,681.946395268,977.222301699,999
720.994316802,188.928028198,56.1077406427,689.470824166,867.72173759,999
87.2639703424,187.798709754,58.1286910472,680.252617881,732.258687779,999
172.439941506,193.662059324,59.366596202,690.394077742,882.790810082,999
325.157912818,195.183417941,66.0893491611,686.737709679,213.296899992,999
578.883742529,184.448494133,56.7884535178,691.962227389,127.979197355,999
808.519479401,195.324193822,53.2676602024,684.724784192,125.188556381,999
960.072780528,192.481887618,59.6922986291,685.968502144,535.193993081,999
155.330604684,194.875998707,71.42696812,685.500534274,165.236807909,999
283.947052406,199.595257635,68.6573832438,679.392657782,80.9216371377,999
861.652480307,193.773258317,65.463780566,677.969230618,922.206032151,999
843.977605119,192.911600915,60.2036083076,678.371387382,479.860149445,999
113.967641849,188.419250912,69.3922666544,672.84901585,170.125843106,999
794.676287455,195.830355435,74.6279894384,680.327890971,27.0668019573,999
514.846890556,193.28416166,61.4818216356,681.841639488,125.58075829,999
657.569925214,177.762264157,65.896121225,677.554204146,148.792103918,999
315.412230823,175.008582586,68.7688599862,680.039265752,706.779060637,999
858.581078072,175.671970336,62.1564740245,677.726320799,108.809136269,999
528.550278997,178.094996319,70.841285414,681.711908676,799.363761736,999
452.787357994,181.73775234,69.5582622824,678.282466333,597.737252458,999
734.134367102,182.549202358,61.8413917089,676.343323342,142.493137023,999
363.059243461,178.133536364,64.4402651764,684.590883535,481.284712958,999
672.971534187,170.072732963,64.6124145538,681.17490904,820.986152855,999
47.8596571255,176.669318677,77.2353549887,680.164338484,721.675718297,999
506.915068175,172.088601854,71.3966774856,674.588942869,806.003762484,999
902.60262818,171.902546938,63.9863444344,668.697932621,817.94032798,999
421.985212572,166.12914315,56.7073279516,684.730300906,295.934225204,999
76.632192482,169.877880948,52.1094609534,686.504293541,812.166432876,999
650.047516897,176.110903958,52.4077131873,688.603469153,109.592784427,999
132.604725722,178.784044086,53.3102205908,686.964757622,436.609889488,999
402.409492737,157.673896764,65.3348811756,663.445778666,744.926399012,999
587.507341615,173.935425261,84.8667294069,673.535318141,187.574281412,999
464.380594498,161.442469374,84.4244674813,667.463332235,105.453340286,999
538.68609271,189.884867954,90.9339312628,690.417440806,716.903735433,999
383.521343648,196.858305261,97.912767556,686.681936459,529.424674773,999
427.434184118,208.886107064,74.9379829786,682.381346831,863.144920049,999
965.571319458,207.542881363,91.8672944112,687.89705259,158.3132475,999
707.054629478,202.638500849,61.9022612562,662.649622727,475.235739444,999
994.837641658,212.005538145,83.3428286538,654.930442763,441.076772993,999
315.256324982,208.403794276,72.9731669764,657.611097056,685.12862253,999
162.510137675,199.259299509,85.8315492349,659.021948528,24.1220755689,999
39.4269521715,207.026603106,66.5655573065,672.393414641,934.434914584,999
832.549198357,197.232594214,75.0665405954,651.330874991,19.3570027764,999
461.991268535,190.390550023,72.8828266169,661.016284467,154.670580653,999
198.013320898,188.152763308,78.3077492152,659.227850108,741.004534456,999
216.73113559,199.887704539,66.8315272809,687.552958223,914.592653883,999
647.993964206,181.372540201,79.450907492,688.261305569,30.4635597878,999
966.024997801,168.878901368,72.9198326742,679.150251336,917.974120434,999
302.495915475,180.384929956,75.4651592338,674.584879256,132.268777948,999
590.02341,171.378174498,56.0816873502,688.619709071,989.996508996,999
639.14052535,164.404023482,48.2028055763,681.160652039,772.757434875,999
968.311163009,170.458170696,55.0514687435,690.764307137,751.097392642,999
204.726466204,169.561615761,55.6216932322,691.467162186,515.189613001,999
451.649501089,179.450610077,45.5220705086,690.366643613,257.741203997,999
804.787185778,181.586652795,51.3088033058,693.85842841,108.488634593,999
608.188404408,163.612251481,63.5564201892,683.543517845,464.814671281,999
948.071711725,542.076590763,754.984286987,253.783445006,446.556946394,999
954.324079236,547.675521084,753.007729468,255.96421377,442.83541744,999
956.000138073,545.948305047,750.366947929,257.998233654,442.14421616,999
951.747860021,538.576416261,753.394807038,247.749673661,441.366500547,999
947.57917225,543.899872787,758.657651197,258.352686624,437.788321534,999
963.545575206,536.124122346,750.039384414,262.67506049,441.056318027,999
950.711921777,532.950939032,753.832369474,260.929216285,445.696906048,999
958.818491969,539.137197607,747.923477662,252.804723962,438.451165313,999
957.64941591,543.604861204,756.908212999,250.34089978,440.172421231,999
956.050380622,538.265960629,751.955401018,254.957325473,438.818348827,999
947.393554322,534.770603261,748.582644982,249.929071086,434.993056021,999
943.66196677,539.898884556,753.350269376,265.738870757,437.728510727,999
945.721742232,543.013211084,756.544538404,240.9104437,437.554110885,999
944.501092915,537.695796757,752.757091298,249.679436704,439.130776858,999
959.763343714,539.034155483,756.260185278,269.451139202,444.438156924,999
958.4448304,537.037459923,755.814227393,269.029275124,432.940997645,999
964.453938726,532.113178229,754.811476488,257.329237183,437.158044383,999
943.923889885,538.202254467,749.092555821,257.404153188,446.789515204,999
964.368638838,534.500563298,754.422423867,243.564555942,436.839970645,999
938.261961388,535.905299757,759.214924589,270.413830931,438.001908323,999
972.94106526,539.759735716,757.632878775,242.634037539,440.005669674,999
939.135737709,539.810793371,761.87961569,239.491092191,440.519016523,999
951.776737761,550.313854036,759.642627032,244.086141523,437.885307121,999
964.919224255,542.736324177,749.930262757,268.796133278,446.463993371,999
960.014912203,531.541885742,759.822708365,263.699217941,437.440387314,999
949.704240805,543.453791486,749.519124642,259.847326139,431.7231396,999
953.010879722,538.530013219,750.219610636,238.282602737,441.718853607,999
963.784201234,536.430885472,754.002018047,274.391824955,453.767361977,999
971.03859143,539.505293968,753.90169881,250.104004595,442.292191025,999
945.472329276,539.95177276,762.77332936,273.762400471,444.212218216,999
940.199021701,539.422360872,764.626116188,276.613189707,443.838419625,999
932.621613176,541.489931802,761.659766628,265.894852803,444.168746366,999
935.946126604,530.545213968,754.932179815,275.742639881,434.597007007,999
947.822681295,542.334596162,749.623791182,258.417540439,436.238136553,999
942.16805878,540.514589352,759.682577268,235.17317858,444.025691804,999
955.352223452,547.475029385,761.139934831,264.710948732,443.545772937,999
968.999581892,533.135692025,759.23680616,249.962985388,429.291011638,999
934.844774237,541.253578683,752.128452962,274.214433652,442.560894811,999
974.009159586,532.657610137,762.190714765,247.329046222,434.435407398,999
969.61087149,536.386276338,749.552027385,238.40317795,442.633364706,999
978.809378505,542.257910585,756.492965184,245.68539938,431.078140751,999
940.461982264,544.319905562,757.07730664,259.813841152,441.012309555,999
948.026606658,548.293014806,750.752718106,246.169370308,431.407355353,999
963.254840336,535.772171015,751.172857113,273.420457906,441.991653274,999
947.535804178,546.931077089,751.42571149,256.086568681,450.432820612,999
968.871531817,535.897236119,745.733139273,267.695415295,436.513230936,999
965.659311284,530.430331426,752.956990173,251.910977801,431.057029934,999
967.011783163,533.705266187,760.540263635,248.402430459,440.24908466,999
945.803554768,544.657896386,756.991512144,276.045932716,435.055318753,999
969.114629433,530.136223862,757.323888145,264.202017046,437.800521393,999
955.747636797,534.348680018,739.689181825,248.039188031,441.074201863,999
950.0,0.0,750.0,250.0,0.0,999
952.50110144,937.77270043,761.053225881,251.093690557,622.962836981,999
958.024383364,999.476323079,765.822585701,252.720991826,188.056085131,999
955.757987239,37.7903160952,773.918441038,250.711903175,612.92040434,999
954.982340034,93.2970498823,772.652797753,255.637056828,247.099113058,999
950.006517473,718.653786606,770.130715633,256.389792088,586.275345197,999
958.878551691,372.565443436,770.744070462,258.732477474,397.652104505,999
962.960044852,566.424419405,767.635013006,249.506718971,666.788707062,999
961.675051035,401.350039437,765.137173692,252.650905065,675.395845237,999
953.877762609,845.179405378,775.982014269,255.975981528,790.3194287,999
962.160341451,116.276145062,771.377671889,258.011165002,62.6410873816,999
960.794223688,642.737283327,761.106223117,255.921190884,287.807289879,999
951.664421569,292.546774634,774.143016511,249.130189919,735.018546173,999
946.963397879,245.392794308,771.237433228,260.732391629,44.7647163742,999
952.440322738,515.536550353,779.147651098,258.544806311,363.405561214,999
948.911079121,931.256713228,778.012991372,253.620358023,277.830747411,999
953.748877345,539.376156853,768.796723576,244.232688534,966.469487143,999
964.744768696,947.484785017,764.063477733,255.329244538,302.784040347,999
956.192190179,289.325363145,767.886023652,247.853523074,260.50737947,999
957.975169796,245.213799968,772.129340431,241.154797818,509.795396819,999
941.6497068,289.622249022,777.325214684,259.136316235,367.52748996,999
944.378773812,711.908814058,777.249520955,252.808613706,103.953740615,999
947.711701226,552.726979669,770.694527319,257.92794545,506.966289231,999
953.697100972,174.524769855,767.850135954,264.238062879,665.495568548,999
959.146810241,270.821663996,775.817600746,234.114601291,37.7898408314,999
963.4899692,311.916624021,777.453860898,240.931121161,53.2272286754,999
963.946966343,598.62070074,777.442606756,238.474119468,665.252414609,999
952.806686634,299.248422973,776.572249307,236.320917519,49.1996361269,999
957.747225549,12.7030502339,776.566107291,245.48531208,473.03810356,999
953.828385416,882.285825793,770.432312791,239.857629538,191.593513619,999
964.091517072,522.124437811,778.236134234,231.230677108,326.805277914,999
960.102428407,480.798785198,782.280004578,236.027393842,150.898952287,999
957.09617565,774.081535052,769.678401775,231.978492162,755.424085777,999
957.132821424,62.5072447839,777.347434191,228.690509469,945.16744041,999
949.390930402,12.452103429,774.571462325,263.707645593,55.0746312527,999
944.489449707,7.92470828099,771.260589571,234.99626738,631.619084563,999
946.752226501,777.465254198,778.189093398,228.84676531,867.431296755,999
950.411543297,8.01055665891,773.763229936,236.180385816,624.319961568,999
959.825718874,69.0957707331,782.874477303,229.069695575,563.666206854,999
963.969191289,967.357684528,772.273819142,233.207862085,473.20542649,999
951.755471254,474.045092873,770.859710091,230.838146017,849.572095815,999
963.013850337,922.190217511,776.737294412,233.559366765,767.320548618,999
956.065575911,802.90138162,777.961356379,233.057846533,776.935003229,999
967.934242163,800.318643164,773.683792909,227.870070457,491.033994224,999
937.715991478,483.761861746,775.132382236,231.765933159,479.523920718,999
936.383100174,668.645805498,770.912395237,240.816748691,459.420129699,999
934.669408063,66.5922280065,778.338125297,236.052999133,395.535350108,999
941.969896869,853.888136027,777.685976308,238.73894743,773.548089072,999
945.146417097,646.670522937,770.517854385,242.095943385,40.8195124744,999
937.764386572,630.840140612,782.060941082,242.400697222,323.843912805,999
935.001659664,862.134733928,779.673342501,244.652773964,77.864489518,999
934.020554534,136.853010541,781.871578016,229.292918376,760.617484672,999
936.699133901,379.022612569,784.282375136,229.046499052,386.697012557,999
939.093384821,694.931219041,781.031255777,222.89310531,402.548951942,999
934.757221671,155.065093147,784.733284899,225.5148581,662.219534689,999
929.786748824,164.936761712,776.437188187,225.654091527,41.3422297839,999
928.523374682,172.202964014,781.475682189,230.380798723,594.428827351,999
925.946244182,913.971649518,783.341425983,226.057448216,581.065795865,999
923.649889529,644.080729177,777.50987305,231.997707904,212.503223516,999
933.939451193,643.829801111,775.906528058,231.753735848,602.142702101,999
933.70069599,556.832266937,775.920446471,246.839661435,685.14012009,999
931.255431634,721.082634391,774.285112292,248.191792556,55.7795646871,999
935.379398941,740.504567688,789.176669438,242.604827235,11.08073184,999
931.095323098,373.269719651,782.621697012,246.088503038,909.809642202,999
933.814963943,51.7295970289,783.474310072,244.160758862,474.7467118,999
939.868558581,940.720953717,777.687952093,222.057145315,666.485173411,999
941.92484229,812.33148707,788.122218713,225.818898155,694.756898822,999
921.377147961,907.363302309,779.396974127,227.206203711,478.554811485,999
918.992301064,681.063228812,782.10449293,226.15969721,125.113477075,999
929.17219326,847.447886778,781.9938271,231.447774232,973.734844955,999
936.216432393,147.322178288,779.796560748,239.19357067,382.467310791,999
913.153553248,336.244339109,778.868782198,223.399539401,661.504467554,999
947.141307899,39.870189283,786.531639881,229.880630494,598.516410726,999
949.489680465,983.10302167,784.526169244,230.880598892,656.918279766,999
941.778766561,2.51289582752,785.625354039,224.795131691,223.669722025,999
942.882000137,574.880655151,790.914774098,230.602945025,262.948050938,999
936.208716605,778.602260892,774.633660767,261.863859545,897.639226838,999
934.996378549,407.500449794,784.002981363,259.910130307,775.787190102,999
964.084922924,563.024727855,778.85236708,235.136755329,183.966983771,999
960.010297904,633.492926185,770.03346469,224.189470461,301.15204171,999
974.687543084,496.930026266,767.035655372,226.904333663,608.077156007,999
962.241931756,874.946781474,768.484265025,233.424284007,756.272718076,999
945.665902769,706.033538894,777.700495457,242.869207106,144.819946056,999
942.470371539,819.750795804,788.203606971,246.065181142,951.754502298,999
926.667510964,654.275094423,770.087365879,250.943589625,420.181519096,999
932.772308819,227.09914235,772.825844199,238.701436934,526.054175466,999
925.378388864,585.86839411,774.150022124,256.41770929,842.067212877,999
928.513173586,393.136050533,786.880815867,248.087471998,586.305590289,999
912.552007804,982.422489199,788.114365449,223.853397677,88.0008734601,999
913.733863185,528.556999002,774.845562584,228.310129052,604.469557158,999
923.913025794,49.1773930406,781.327826175,231.655699719,336.003441352,999
917.087236271,713.515080319,772.110324032,223.771582722,693.080091413,999
916.392296071,497.2681356,776.068876526,218.430661359,560.387717806,999
906.272696797,986.300337148,782.967526623,221.431809527,142.12922008,999
951.567150262,570.907906277,786.567630833,237.430121085,902.720494148,999
949.703956812,593.023967599,779.962104146,234.508289882,507.578540329,999
940.982478804,547.463002603,785.564246386,216.104418538,979.908693866,999
935.668762434,161.362449758,789.992332196,231.205408076,537.722040242,999
946.475324146,223.219737769,793.270227567,239.019810779,393.995574566,999
942.887926161,986.120997721,771.633716402,224.706286748,514.293681752,999
0.0,550.0,750.0,0.0,450.0,999
257.317513732,549.190300336,756.502041724,657.19935977,452.965551205,999
246.622185236,552.603403732,757.57808997,615.453854897,446.688069261,999
814.931852936,553.522136639,753.086102152,125.539284544,450.307889297,999
900.223899982,552.96367399,753.214209866,274.11938056,459.705360332,999
273.728181147,553.573734216,755.107125895,402.791229393,458.838789519,999
783.805011503,545.164344717,754.500962063,803.659534204,455.187484441,999
843.871517241,548.280590678,756.101465968,176.64364215,456.556273568,999
844.46656659,553.940328172,757.196807099,317.625168303,451.168266186,999
993.637693632,542.549795824,761.088240746,577.35705084,449.278095493,999
892.344651651,554.54092275,745.548676176,546.277331216,454.789684217,999
926.887251322,551.290177953,744.707251733,263.888409886,463.751453347,999
235.351608241,549.825004369,746.402177229,697.60523152,461.810407423,999
372.613507123,555.054093118,747.448404543,811.153850926,459.335055473,999
307.64581695,553.940928965,738.855027767,224.063600765,459.645098927,999
441.513176491,547.388889623,743.17064352,586.703499595,450.78590827,999
691.349571839,548.259580635,744.443143226,428.150082619,454.518198063,999
782.669936714,547.22136169,751.499127528,85.4291445383,463.977791754,999
134.18360217,547.742680043,740.971503869,592.416528076,460.390340089,999
861.042402338,559.943696301,761.81933156,497.97925841,455.328430111,999
47.388279459,566.387720588,760.662310444,374.871208383,451.872693873,999
960.756703918,563.491792787,765.70143576,428.454697595,449.936955819,999
160.452561817,562.033020717,759.114995143,871.384020269,456.210987299,999
142.02078497,567.460954165,755.894686203,980.41914208,458.188800502,999
153.93838123,569.207955787,762.621177531,268.430144108,459.996471016,999
185.767382503,569.91696839,759.703498701,624.732049276,459.815738289,999
619.817492166,569.695837642,762.760556103,203.342203127,455.614468233,999
551.104390932,568.909446814,767.204465904,895.196387641,453.683337552,999
999.671866406,572.306009622,761.597172012,192.355271542,457.585956613,999
464.264942818,557.541472039,759.376186015,58.9726829934,453.764817259,999
826.999014781,554.318042375,758.995271979,859.516900327,450.028005773,999
20.167842071,561.642072445,766.950562293,599.32166359,446.974434676,999
547.839680262,564.487809093,767.160360959,64.9667654575,453.513899636,999
800.098665424,557.772693286,739.251485731,979.632663349,451.352740148,999
912.040292173,557.141527391,744.30788379,991.555591471,445.657836579,999
554.675411056,539.952119776,740.507007277,718.043461085,452.324091395,999
918.779709987,550.461722533,737.009654438,139.854227759,452.907200086,999
393.492437043,545.425014243,740.636591811,156.625653114,448.168816669,999
935.392350588,533.897804874,745.865700738,296.14210637,450.562120753,999
332.114419227,565.497330581,756.963336061,16.504102297,457.312184721,999
964.303001215,567.636018336,762.702131079,545.414408992,447.636911142,999
136.693453789,565.371023267,771.767267242,389.981630262,453.71993154,999
118.768285688,564.864639902,763.366280668,25.306787522,456.967643344,999
310.000814889,556.426187459,765.35230978,295.004690046,462.156536525,999
498.438612865,561.120666836,760.10353716,828.362080535,465.949184769,999
261.619897173,559.471375083,761.947346252,660.581102363,470.199855878,999
691.18781914,563.419270342,755.09601427,463.758476185,469.084728581,999
867.2344469,560.679299162,757.702078124,906.810610768,461.69765834,999
8.17223538506,553.418085399,763.478902796,880.231660345,467.11905202,999
755.83898453,553.436675049,755.207715905,468.264209937,469.311367494,999
385.450295853,549.534923744,766.180824963,565.324802403,465.115260518,999
585.893619638,547.944377465,761.898500029,322.382132015,464.898065143,999
497.303602766,550.170369339,771.150142385,300.120548884,471.016582156,999
264.313291311,544.928342867,764.960704686,265.108208594,470.195027148,999
403.514469447,550.132078006,765.593171857,731.593185671,471.483199294,999
81.6784287863,560.143002445,759.998807754,761.431034183,475.218102555,999
997.126633499,550.104174633,766.368604927,603.464993263,476.035380696,999
592.697197248,555.084743378,764.094190124,510.761278111,476.1768914,999
951.804914908,554.103033299,764.753162695,899.058109254,474.848664061,999
855.100101453,554.972653377,756.440392316,571.000780416,474.714090951,999
654.293622172,553.533976557,762.427272481,939.608038687,471.881593971,999
430.981066902,563.471991299,756.058597231,861.674028897,461.988567498,999
727.728699508,558.654770676,746.342599817,616.380676629,469.338970766,999
73.6516113243,563.04881042,745.659690564,97.9359660066,473.890034651,999
933.114090603,565.404525151,746.774154007,283.911901357,476.175630646,999
487.761890767,564.501068081,753.429292872,836.114573681,477.401473624,999
359.535211616,563.435123668,752.81013555,658.653683429,470.72687241,999
32.5551384619,566.615416601,746.168379527,282.492444357,467.848332244,999
319.043881854,567.419971886,751.54611654,221.640212556,477.10822876,999
161.292515429,568.256055227,749.599399718,256.445047601,466.721156195,999
375.742253581,568.746569527,755.911149515,689.307894823,473.274448296,999
360.716470694,555.180776274,740.01088691,397.492841123,473.748558694,999
17.1317753759,546.866773119,735.058552663,563.859296101,457.026929312,999
677.244346132,551.346305787,740.766657201,368.390415975,467.588328599,999
58.2880068707,549.297857383,737.06580503,977.425963695,466.61437969,999
335.669432792,555.899953097,730.915456799,720.766448685,451.111358103,999
226.385057558,559.973512148,736.247998727,647.242200454,449.291164319,999
835.387719065,555.151056027,738.770663954,638.254889327,442.496605052,999
2.44437057678,554.367242322,734.478229333,527.290011341,445.339032927,999
189.979939617,554.823977366,734.86647817,955.942372502,442.452407353,999
611.639672085,553.238119312,735.702971402,858.511544565,450.547476974,999
25.0790885462,557.004212216,735.73893972,298.578967089,455.025236013,999
552.420699979,548.854358046,734.559345611,584.759299242,457.01891063,999
456.874657788,551.367598609,735.037844434,989.203910011,445.518572493,999
686.933592658,559.386379596,733.552009023,646.787850524,446.603318347,999
31.2395374526,564.247143973,738.848198419,858.558902045,448.612773352,999
486.54432492,539.57248839,736.196373596,678.270425797,446.939328951,999
26.7635802529,533.267683452,744.821193341,596.399203829,457.786382294,999
123.04459988,541.915453826,749.81886605,452.701745212,448.675928661,999
625.859725493,571.696258345,778.301637664,176.653576884,449.655910566,999
8.84894624162,558.838673723,772.236160839,293.555986834,451.427562546,999
95.8490059967,575.221511188,750.094116836,769.926033194,481.526356375,999
823.101281269,571.619283028,762.116221879,666.407995064,471.970905069,999
