@relation D25
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute class {999}
@data
58.0075986284,26.4393326887,864.432727349,473.313447207,739.292897947,683.293826717,337.136281899,437.075445592,509.698340296,745.58007084,364.689586365,244.507030531,486.343613845,90.6395376077,656.357562691,57.221844555,452.663471448,47.3055073365,876.264886545,423.219770509,72.5897196091,570.571202175,625.309721699,126.627336225,742.473307743,999
53.1904591485,885.150463684,886.112334759,900.656790715,725.323586912,706.808149583,657.647171026,457.699926322,137.436146608,736.747424427,361.406668677,237.467909865,740.986111444,648.282070462,652.919882422,57.63075282,441.179197386,50.7411251112,877.920862687,461.909258802,78.2759922821,834.291698364,350.813772815,695.620777577,180.758391672,999
62.7322943223,318.431196273,893.584613895,602.434275809,729.378262426,382.740971093,906.275893609,451.103955571,962.219759595,745.739505411,361.18745463,245.118363882,979.246060767,765.154797203,651.317635627,48.9578054381,447.87449503,43.6085321454,872.783340791,138.368701613,51.0492333031,23.114585165,255.145274736,651.521340741,250.023593093,999
44.6190782398,302.022730164,882.773783107,562.904574292,722.663160183,42.4436446695,670.984500012,448.470515914,994.512856366,740.628639819,368.478416027,246.371517637,551.642792967,918.949055763,660.620693079,55.4648504283,440.507042428,45.6110167198,877.064702846,781.885030147,73.8826009569,995.78309241,407.451331166,462.243618884,468.61951837,999
48.0631250237,859.723351391,888.461548531,726.277146286,719.110241884,798.009348962,617.702165565,451.859778934,197.009493268,735.416939624,360.957389958,237.390128663,90.2085948401,109.281588432,650.406888912,64.5156887214,444.52598073,56.8238353347,884.628632849,236.825151349,86.0517163117,192.405932134,477.843637201,385.283657367,753.336590721,999
53.4994377275,136.523550589,879.571654833,481.081836573,723.513645633,95.3880740702,650.765524612,454.163271705,753.38367312,736.876565159,373.668911972,253.312723434,343.613928543,684.465493122,659.535176688,58.3281932377,447.935537808,51.1763656553,879.836958074,64.0435714289,84.2968934372,789.574746722,202.9458888,318.732888617,447.933757245,999
39.8528508071,224.204535494,857.020428801,954.320809402,751.313385341,956.989577279,436.152243158,444.288790384,647.855056748,746.549341445,348.788261647,253.559547895,792.403808507,271.652150121,646.563011257,33.5529347885,457.085207213,58.1444929615,851.221389442,179.520993625,57.2598791773,48.001380035,163.595410664,37.2309126829,19.1792915184,999
57.6034466861,749.405255001,853.005923476,615.461601903,749.899500426,261.264529182,80.3877937934,452.925311538,171.336217683,749.503717857,355.345880754,244.602516554,386.956300099,880.197147828,657.82569907,32.2424775947,454.173700709,70.4471286669,856.034938467,147.784698822,50.5206297573,795.538767706,416.676200695,509.816807997,724.898033726,999
49.5661244161,934.044197448,851.447634471,393.39663664,753.290539016,363.658478985,815.446781056,452.933335712,467.69593938,762.115323933,342.133290476,240.986485137,493.95062217,175.173838803,655.422291083,48.9702951925,442.29965176,69.1042835975,853.373690235,713.901147557,49.625762231,152.752339973,408.777966723,116.771601308,549.568719614,999
58.1212842496,321.975390108,849.553078854,28.2159186593,749.558886006,778.800300124,407.867757447,459.292068454,814.483485548,759.116812718,348.820292414,233.802378123,300.109269805,257.049347027,650.902032023,27.181065557,453.994311884,60.8464194684,858.696857286,420.496946877,59.8392195949,373.446942392,708.886898917,338.478375515,396.631615602,999
52.4415738734,214.212005068,862.834115271,163.434684273,749.225485352,793.915077494,968.20125725,443.791757432,213.236826635,761.619736348,344.167131664,242.528647803,661.817118442,306.447726041,648.433536653,23.1223957088,459.128141596,75.8203772295,859.331039563,779.272066619,61.7878125713,138.540657516,274.20974633,474.267829287,101.777135433,999
54.6432032218,445.109186075,861.503648659,154.879450532,758.477115258,451.261595246,651.437612017,453.636493442,620.924557849,761.060164618,357.207394393,239.940073587,882.41563831,545.16708394,653.89674655,37.7900580523,455.838257771,66.2024768576,864.894875573,964.661776592,44.7022828109,828.264215217,225.49938039,908.646761928,78.8394505873,999
59.8380500564,437.692644299,860.339806837,361.652508486,738.06011006,35.4517934859,297.005660185,435.020171589,306.282437191,762.268020862,348.050604918,247.309569676,620.984781236,793.408917149,644.919658891,22.9199877137,453.549981985,83.3683959921,865.4590799,644.31502656,72.5327534187,990.236299034,452.042746188,642.708365294,404.657066068,999
55.3747661037,354.142021555,871.28457456,563.756040581,756.624245913,590.66100598,878.798402444,437.92988822,707.422588326,757.450805471,340.799920277,237.730275191,96.9923288333,745.402180575,648.50635804,24.7759092335,451.195380884,73.679406445,862.497891262,633.785442495,69.5123058207,257.205896102,645.818807249,289.345485448,877.713963081,999
52.8665928362,884.475480371,867.801361447,399.83055892,744.514008912,578.387324727,243.382155652,435.322191786,212.967233772,766.215371602,351.450877887,235.044446923,451.590149835,194.738818171,644.240985791,27.8513841074,453.401788052,70.0763868495,863.194001682,348.946678123,70.5431808836,22.8922814709,392.649768272,290.674443195,601.472908828,999
57.3378556444,97.9803714152,860.020139306,419.099327655,747.244791098,790.812654908,538.531257389,434.880990146,978.825701479,762.483726919,344.194416777,248.395027163,65.302668445,30.7341346129,652.143269519,28.2994024336,461.99311385,73.6366287827,871.00882136,440.943696687,67.0322466171,115.912323565,80.9027100948,731.56005592,503.50081501,999
54.5692871441,706.124703502,859.64952888,475.486129257,752.353587145,752.074627142,210.044132071,443.460485414,850.211837686,774.335515236,348.960416386,238.95728953,65.3821481601,825.072415529,640.046665144,26.8675447193,458.717782984,64.7261774549,862.227304623,156.747754663,70.1748402897,161.602893522,775.20469972,942.883128169,737.580086209,999
52.7267955109,185.863830213,843.968910934,823.793101684,739.405844889,700.381363829,37.5494012896,442.99174059,753.355160642,769.962600301,344.692920806,250.716734564,631.48591037,572.408182463,640.113657212,26.0116604713,454.435458621,68.1124217237,868.987813042,987.718104678,69.3052072655,687.9950252,505.097588966,529.755215517,57.7785622341,999
47.1644154449,634.568805122,856.330869026,350.572144431,741.668504628,505.810657263,756.43180012,456.987741671,646.26542244,758.573982156,338.573590459,238.181229319,916.358369842,238.17639472,641.15187199,27.5513419115,450.554097258,70.8055488163,858.125762878,275.955665617,66.9255390267,496.336621218,452.029176915,571.164521272,653.885581309,999
53.5989199861,698.214403317,866.225185185,242.839517341,752.234871044,872.049685122,172.888364898,430.620139127,590.90506835,762.553358277,338.396325008,238.189375908,877.403724351,831.114190139,649.300116256,34.3090808507,461.57111664,82.1293193258,857.274008191,883.369449763,79.3569376828,63.4823763831,832.156277274,778.569595078,950.787990199,999
56.0190929779,305.888193388,855.145710119,567.122422166,753.048265458,603.449022846,595.084977432,452.813538105,260.412341789,767.366318135,352.550194934,245.301734625,935.552737986,178.933270973,649.89578189,37.814129906,459.974226955,60.6650405137,857.724540177,77.1509795836,37.3376252826,168.969377578,501.662761582,199.97303927,543.726377142,999
60.7995022882,508.535362519,844.677679677,958.04441762,741.026155193,436.297117587,716.222428542,463.509710764,378.813888594,754.865799124,361.693940076,240.291694665,561.149026958,216.856652978,648.714176408,23.7567231792,454.197457752,57.4681543986,852.210025782,648.979974648,49.2431125898,635.473448643,733.837465897,794.043382993,961.341488788,999
67.5277918033,49.0946696174,853.188639634,744.658295721,738.152317219,857.194485205,349.442118897,458.778755908,168.566218433,761.19364815,363.93860492,237.60457736,267.009577698,248.954348992,636.938528821,35.7648848782,455.554881814,59.4390474404,853.015114777,327.044854732,51.7423775135,181.324442278,865.065013324,258.60387089,569.976719722,999
55.4946617707,154.268670151,843.327807099,703.569427878,738.415006613,517.58084197,283.597608346,458.662868236,921.075819488,756.135521913,359.20518011,240.163664516,372.102839074,90.0057979753,637.303035727,27.2236914963,463.565594463,52.5033123179,858.365859278,822.443238462,46.2571333182,256.09011866,274.115454566,18.1629526584,503.389633246,999
61.6554443972,659.243652628,850.215694671,256.936881706,752.427063183,929.648202088,132.796639515,453.321872314,593.563589772,754.92261627,367.778736017,246.59367516,559.300901385,710.329929496,655.59671529,38.5967875763,459.413909869,71.6488555684,872.607271598,509.601703276,40.8399046341,259.75594765,705.677055009,538.151126032,26.6756311551,999
52.2900557894,66.7747736948,861.771812419,299.411518763,768.367378346,557.401515462,860.258737857,450.98148147,23.5179026856,767.207527497,350.542839916,242.151409627,202.674552234,241.125565222,665.461660693,29.1581775414,467.883186055,64.2584286829,865.282863495,12.5085508856,37.7985498956,603.258050519,967.553260174,170.875950857,910.28242458,999
50.5657465097,135.313445868,847.311814934,851.04071969,745.783360868,9.30862012985,142.638345265,457.135459787,405.49997944,767.018506128,365.474123408,244.466138455,908.018356334,316.953986228,638.376875403,25.4263327061,451.359765128,59.7687341137,865.705864657,921.676319234,39.5604771239,266.330137496,323.879174261,533.116277942,114.93736402,999
48.4721842527,472.814421975,853.436055652,400.016197137,757.933705649,480.047145965,988.301063511,454.05208988,880.493667176,756.973627167,357.858176922,237.802349697,631.231339814,774.244601593,657.534216741,30.3124127636,448.901136127,67.9769133254,866.102866267,573.698319757,40.9712525071,222.414570848,698.22554225,173.772823737,915.316630923,999
50.9488629721,330.45333209,847.784443658,766.824631229,746.127215162,60.739933641,974.228676946,449.495960683,854.270162545,760.780107651,359.959546237,241.123327534,800.162334614,876.808653208,648.532376386,32.4430428341,454.256147,60.9989357693,869.814253563,818.800486092,35.3847970137,912.722236688,485.322980243,195.308040558,512.837921059,999
61.5524171067,979.083032032,855.391966876,328.819972673,735.673499561,896.846216512,565.185598595,462.556220441,440.283419354,771.234951817,364.653540391,233.512360016,68.1458761312,168.255956334,636.8414444,36.6248817794,464.307390795,52.5710290571,850.160563727,914.384555403,53.2929077602,209.640177438,857.568286396,653.498041375,302.682499592,999
63.0960266145,21.2826820251,852.528270792,508.459569613,743.959209004,602.518312145,853.906230598,463.591033445,441.439742749,765.404217037,358.501310145,232.251736629,647.797434074,4.18961731699,638.954132216,41.5637348003,461.380509049,65.6186816327,856.08077054,605.542734526,44.3618270836,269.560655042,623.422883095,631.197536622,676.335385989,999
53.2951573533,91.2765314451,855.650314301,252.575523602,776.739214872,99.6333950747,233.036545935,463.243671591,19.8469239608,758.562586502,345.642204423,240.138725016,41.3348333559,984.256268459,664.768430417,28.1156260048,469.200287677,60.6104999579,864.802315339,859.115659661,45.8548591039,864.111208842,891.88499754,144.791779374,343.062689557,999
53.1515855397,346.374740532,859.916037568,542.042252526,774.194974394,773.106540649,191.843985476,456.036046304,253.941082521,763.671856914,340.968286524,242.049442542,774.081358261,815.527467513,658.321819569,39.0262068395,466.538630937,63.4631947796,870.343814572,965.768434636,32.6743794425,26.0870322019,328.602912906,756.812816151,733.250504083,999
47.185928965,203.444926257,865.250870168,301.939556082,783.813178585,676.165083392,380.520729787,461.166272759,113.501031085,757.389667813,348.293161647,248.500015291,322.577006169,448.958224606,664.89429137,29.0970187526,470.649741047,60.170398264,856.097174798,672.050431342,36.8547421172,304.084720868,694.819601964,465.969795726,730.647684876,999
57.7889922022,727.497903308,860.81792559,196.301842438,769.210991683,982.720091352,998.248964663,461.961876073,245.830680648,762.498806842,346.677108546,247.460982299,220.274024016,258.899811474,670.698010465,22.7741792802,476.17843814,53.1419842608,865.230956944,794.850244895,41.236274514,150.859904146,209.7489638,670.0087998,986.338011218,999
46.3474034913,100.064354635,850.065116227,445.065027158,772.834967676,754.234471799,511.079632949,457.190495034,80.8873580381,765.768596565,340.536753456,246.677053754,308.006242325,208.694529159,659.699428886,29.9768578911,467.657936464,53.1200984789,858.059799963,733.678016956,50.9183217506,612.222861391,123.971879925,657.442632082,592.14084708,999
54.0681054637,800.239159023,867.909582226,940.419935657,776.918087323,900.838062729,95.6535034266,445.409772925,697.231186956,768.606596593,355.613414913,244.928031743,251.998673559,489.152339445,664.185711994,25.5661997445,468.07418418,72.1135399996,861.223989479,685.86386331,44.7034515163,403.890461365,92.8184585831,968.027122028,929.938364929,999
54.9158768314,924.130742781,865.283633326,646.650781325,779.874873977,325.900773962,625.696384072,443.848442211,376.370383343,770.047658786,346.571819148,243.4767801,853.841349405,636.651064615,658.275910017,34.8957662758,466.070618016,61.820239699,854.150019127,659.30790428,42.1506277834,685.806956183,143.825476677,791.27172413,747.71763857,999
41.4860561355,305.107158103,839.719121363,608.120477723,749.161563918,159.21114496,150.536747079,455.129334949,538.50429593,769.155506095,362.615751042,232.730932443,836.36107541,798.304055068,634.576570017,38.5613545503,453.950081738,63.8903472249,875.036183459,525.571949872,32.9626724078,21.0504270185,579.80283749,246.739896722,146.471822815,999
64.8585327982,177.017546572,859.007144346,750.522717826,729.616006946,56.2285731954,48.3339138583,462.587793475,691.421938513,779.381983636,366.954306346,239.449292848,707.692080564,712.914786248,645.796239802,38.0134215604,470.382855248,47.5437873189,859.764794469,606.552369015,63.3577580516,416.140459713,108.599120564,112.420078958,617.4364273,999
39.9589731673,154.94078846,854.815028096,981.629856519,773.799190824,168.913148554,403.140598888,446.486272498,840.611956642,773.451883874,354.154185047,235.894599497,754.318583549,376.672535814,660.670318828,28.8581360191,470.27114768,59.6496725831,867.444338591,176.178101779,33.4792199912,825.313203487,550.156133549,932.873368071,951.42393626,999
47.2755566618,852.356867937,859.723527035,719.061445964,769.850083352,542.983833899,969.450817743,442.415088718,771.579591242,778.087783047,346.419679459,236.278675182,906.952259621,6.45634997069,660.44938826,17.5672809627,462.334077342,63.4020588589,868.517700779,995.138858307,49.2641728322,294.544331629,769.140486171,798.403888293,877.12074855,999
59.9065745427,239.515056111,862.250321701,109.606951628,780.524062873,412.910711689,766.486256461,450.321920773,400.952042194,761.50033665,337.794096534,234.989015521,861.739400462,71.8292416078,657.020811387,34.8855778113,472.546878937,57.258418004,863.776129973,584.369999757,29.9645024031,751.294055779,421.341695244,634.375153504,251.948845787,999
43.9599079161,606.422965147,847.63042988,206.80206394,768.900324523,362.843437589,50.1562410099,441.035867084,190.673256364,783.332656991,347.302398187,240.987178638,778.953310776,19.3826488728,657.94765153,23.8333756513,477.709300869,56.1831878142,860.877913476,611.633233056,40.7299995682,708.938502404,311.249478414,893.486187526,587.596564394,999
43.1697117379,604.15276464,855.968697052,122.944725905,770.773122901,228.617467366,823.030476991,450.493025421,193.787642607,787.180450176,353.922430212,229.279783637,379.452448994,472.690212203,658.810625957,25.5054933428,483.961258179,62.0947661077,880.846088599,693.574033445,46.0091820478,155.92058729,995.34203676,106.433976316,782.321418961,999
42.764296705,368.852884466,848.94743756,791.629164713,774.422501953,449.537536924,366.108507767,457.516585201,959.87968589,784.13776355,353.374579796,232.16706293,453.374863222,376.098597357,660.693290697,31.1200200805,480.659985773,57.624210075,874.836059245,175.719996113,55.1168303881,299.03702244,317.576092619,113.730704744,380.756606211,999
36.7309637769,125.049142472,860.199806915,380.61915297,777.964343137,447.276028904,652.207484884,447.84760623,613.747158189,783.711886541,359.288526742,234.052576816,556.612695321,330.667932483,665.220534906,33.5689049808,478.974068903,56.6854357032,877.52299056,514.788794738,46.2072346473,323.391172106,510.96343114,608.831416792,551.390583527,999
44.390805906,656.914422909,855.342373007,895.796577499,775.631469815,576.645423372,356.29813105,436.719475417,95.984353325,782.42873923,345.08691088,231.914170233,847.226243239,386.076585473,649.93389731,15.86601243,478.897425114,57.1211582064,866.290623928,183.354533541,39.1845548431,106.561827187,626.471034286,170.761450259,771.904610747,999
52.7203329648,850.930656919,845.397445356,341.584097166,758.914359111,292.930887561,579.425726785,458.80451409,587.823759616,756.704747856,365.184671816,251.96358197,845.145827952,225.851216072,649.091066989,45.0701423447,452.536866878,35.7923218,856.875872812,922.304989238,41.1542953812,751.327666512,224.720661951,388.725327888,780.710029119,999
40.7461014329,656.621932895,851.073828954,569.742748437,737.153353356,157.633572883,505.182271329,448.61203912,585.51512665,747.909848954,345.45489725,239.448929629,659.111990824,24.6436797324,657.238631116,57.9442216388,462.090430201,53.6149498279,844.804754423,322.728014245,48.1865539776,419.335888417,293.161055185,998.688575691,1.2714037035,999
36.4556796717,763.185342593,856.04061288,558.186054176,750.582160782,995.908226476,729.289775102,445.133571999,99.4206288747,768.17466691,349.503196167,242.193628522,70.3332039896,729.733875857,649.934434992,59.2889425878,448.20894541,44.9427567455,852.279485718,263.701213286,43.078419991,181.629282476,678.008793496,975.016537053,620.646748614,999
33.0296483628,946.247732816,853.384472459,746.037004197,741.035713587,2.05297770836,673.694370254,452.329922448,18.1266160513,757.325809927,336.333518694,257.693118406,544.408437749,434.088946057,638.881167142,56.1006240344,452.32031866,56.3896045867,843.269041175,22.2045618968,37.7405286372,123.316577087,580.658640294,993.689868873,734.992030235,999
46.1974073878,381.217575437,858.925261051,613.081536613,743.391820461,748.552249082,13.0450259611,451.361485634,583.721421479,747.703525058,358.265222297,246.034538616,798.799686912,891.853831742,651.786606458,51.7084951141,465.283878851,34.8731728373,870.305253966,834.55407965,58.6771825784,309.543041245,344.387056241,618.723093521,896.990391778,999
44.5874419273,839.951464442,875.630972772,274.528537775,721.62235747,796.974369958,908.909384761,441.809383969,590.967822769,755.668287268,358.481515521,228.034351474,496.356333726,131.527306069,665.527983294,62.5377478422,474.353191184,48.5221768439,865.548268399,390.785658346,56.7940497875,824.398913538,97.8010632421,864.600605831,917.94895483,999
45.766262096,916.60781618,884.95435272,60.4361035503,738.369658172,85.8540953342,455.265062091,458.997455647,273.421293857,747.574258514,361.946309764,232.311039411,456.526990017,268.850526143,643.056904466,52.116477725,474.491485237,39.2311416099,873.817757743,962.522253893,69.1116599627,702.863571542,305.604351014,819.837925031,927.136990306,999
36.9345564463,99.5652544485,851.347248686,237.132162456,759.806314895,571.823233823,469.639864746,444.265786912,40.7283597025,750.695593694,335.043319865,247.126099723,906.811139027,101.30771398,629.026183501,68.5321206721,457.160321857,55.8314207239,858.060662211,37.8562841007,63.734228156,838.954639565,668.511727618,331.902875947,270.694552366,999
44.4747252336,674.952108498,856.432995511,131.989640252,753.014846234,66.6103070289,939.223291976,451.081021719,552.217949193,732.894363594,333.167119936,236.396794134,200.596218371,477.790988393,639.121825396,52.8587063554,451.496104993,59.4985442915,860.331416519,282.614020331,42.8460240064,275.216751263,793.996491958,278.943257527,287.108674179,999
49.6332024498,179.976628586,867.85397978,215.589177659,756.970716352,84.7852991992,111.479969334,444.866958886,742.10236846,772.847874299,341.486683926,253.294454918,437.508144953,159.062278899,630.442923276,72.2344358896,454.93225314,46.9367008183,854.610814699,169.872567481,43.9863418799,826.156192808,665.518030162,808.345483203,24.7066231251,999
51.4703089932,386.983558471,862.209478024,327.803569564,757.0948899,965.969904625,447.393816467,445.053594498,423.560621196,773.610649487,345.576498935,253.412874057,425.481778464,603.106283666,631.375035954,69.1723929512,441.400081653,48.1616196258,858.916716995,452.305853633,39.968152527,225.927644523,165.893363801,554.163822972,437.201267422,999
37.4392110606,650.142752428,861.416911612,356.774256967,742.985005933,149.663079651,111.073768131,451.953265277,612.609737381,757.787986743,361.270959283,254.00809675,116.871537474,55.7077942965,621.827910035,75.1026019577,447.796651132,52.5385978195,870.722520992,50.3827549297,49.524887028,417.148211485,177.094536518,414.906979667,926.56611278,999
37.3161483629,901.342958871,851.020675646,860.783905127,749.554969427,942.27252409,124.961566592,444.038744817,930.376787152,768.411006207,358.271411257,253.910281976,912.267365449,210.536091327,618.440949084,69.1642549033,440.28028833,62.0816998906,858.476508197,530.123963855,38.1677176661,817.4617566,160.145958734,16.0934938523,140.086661605,999
50.1892933268,869.266015392,864.69844165,577.844333307,736.895497968,470.382280792,44.3597273688,436.651152876,298.279345743,737.272792603,363.925272903,227.061784561,320.090249466,9.82353140808,658.770477832,57.1845350584,442.800573227,59.5861933548,864.471209327,383.286340227,62.5630203582,251.205909056,995.934023218,5.67301100621,419.76453465,999
69.3035473652,123.224951955,874.738661302,140.202954019,730.628123149,520.498187576,838.818406726,426.01951645,214.91303285,724.217461087,354.663636002,239.911082784,369.714897814,470.423418225,666.679529575,62.1978419322,456.600175361,42.4874097668,859.318284836,506.177540945,41.6964734774,589.0130489,788.117304772,190.674185609,499.650750421,999
48.8541944934,679.780765777,872.343088611,75.9186806159,742.182556104,866.524898581,759.434874194,435.74626784,456.880844651,736.297118326,375.870500468,240.631316098,308.831025262,257.452759829,656.761724107,44.0227821349,439.490609507,50.2175103864,856.90028365,87.5308479569,53.5633100052,144.355740472,811.90487298,948.482678681,270.053029886,999
54.5313949585,348.347740629,862.362078482,103.53175953,742.953721885,916.312588802,154.349363804,428.804066446,745.550617257,718.155769372,354.117798886,237.55408257,489.380494018,452.655750338,648.387126455,45.2127293455,443.280343343,37.7149458125,855.985926704,393.74379967,40.9835823234,14.3162886329,905.062983391,870.659615855,998.502959802,999
68.3071372826,6.03512010087,867.785924081,714.77958701,740.748383831,675.586637394,119.295400258,445.48053127,648.548464888,742.634564559,358.853762822,247.739808169,564.321332205,57.1934699721,666.115335013,66.3807353476,456.751335587,37.9346487954,883.392797779,105.809914443,70.7552602072,784.2413363,321.616384312,768.609690519,714.106864574,999
48.2493459383,903.770380168,862.458772327,559.35096345,743.364728714,131.434611096,146.386309546,436.458852931,805.97295958,746.568667752,364.7520358,241.898156044,115.256153854,55.2935251364,655.081891764,65.3301030796,462.927366834,49.3974847914,884.62262809,99.9914370513,73.9186466051,212.265517346,116.968865111,655.048819739,400.755493637,999
55.3266963077,617.029241205,880.53247435,791.315687397,736.456756736,883.11418686,842.456013139,456.159210637,109.992857895,753.305907272,354.529249045,252.466895273,301.012291163,660.830271536,651.180230583,56.2922711464,440.205556261,47.9604576565,874.765627699,813.292165258,45.3007829947,635.2291923,680.847036599,158.881664387,92.5122614206,999
59.410942529,217.404290682,898.112275362,248.449638865,728.417345814,396.271942685,337.636849762,443.734467935,241.492745389,735.977521291,376.97978531,246.574492764,128.24401994,658.970736634,646.668841619,44.9048468256,436.687463936,44.5512915812,878.89876114,538.875692887,55.446564586,438.642066459,9.68497875108,470.220479975,212.332611661,999
59.1411826113,850.781501953,886.206408831,503.926219931,718.972547904,151.91221284,750.549657333,448.873028007,916.983702426,735.870835948,372.401484866,242.05092798,318.7381081,789.631735502,643.547229787,45.4325444561,438.392518177,47.4274569907,861.578940538,54.5660462126,42.5559141671,473.154020933,479.939156027,995.4227263,391.704829255,999
50.3386843887,204.044721966,889.454973689,187.717425292,716.541629088,414.540024853,103.512616955,446.140809027,114.022342674,748.142071046,361.339755009,246.851462028,911.611230458,85.0050044044,660.143651032,37.0183528363,434.262067484,49.0889368256,869.096563818,103.538249827,50.0742005902,170.315915334,53.835787744,605.283833701,521.552535963,999
56.9851230882,900.726482671,884.460176917,522.686864089,726.947600096,752.702204699,173.619644005,445.791040155,99.0458589347,727.884719574,368.332581031,241.97696975,560.431688785,201.150962332,655.386403667,58.1948903354,434.083760993,60.7968420537,875.240978506,248.932298522,77.1748672302,640.158559692,459.066171274,12.4173973299,49.9170801435,999
55.1040160948,23.8446201062,887.572187385,200.628257001,712.874584988,874.395893012,713.124718153,452.787708052,794.909798477,740.964233232,353.857464505,246.938712358,179.018607661,947.886689338,660.907412644,56.0921885601,440.273819011,54.8423602892,883.946790529,685.998633172,83.2471699102,741.588817983,261.570528175,230.75032178,544.242680407,999
42.6977531941,778.781071592,886.111224938,251.65995141,722.730080906,145.106302422,469.932908319,458.475570835,389.005112955,738.793845992,366.232937324,229.681021047,345.674947726,885.28969477,653.399894983,58.8284729866,450.641337699,55.7988192183,891.407802044,29.8739303674,81.6204901432,84.0604933619,1.88534702742,891.170869587,622.407448674,999
56.3063440114,233.434621358,886.610743578,515.472463054,710.767427259,534.154300125,116.893990844,447.132286956,10.6817114957,731.75045874,372.268476036,232.447574681,429.720835618,410.824590267,651.390521255,74.7007553205,450.885267549,65.8586804767,882.705934264,782.336841953,87.3532250771,900.781828701,372.720634424,820.978378794,816.572614247,999
56.3104205102,39.085811308,870.476861487,936.820885971,731.419713109,208.26276044,613.4235295,459.094612626,35.1899593856,734.669825967,376.953439601,252.132652906,690.265549364,927.796997458,655.998871836,50.936824673,448.450098214,41.556062978,889.693386828,816.363646386,91.8471833021,401.114072612,379.196275489,265.559539391,617.165624003,999
49.5518878382,834.742458047,853.017414615,783.230753567,747.922390079,732.566008031,613.155563607,456.47819561,983.195406893,742.034118109,349.909575822,245.098519045,819.487291959,984.994955265,662.935101808,39.1382674198,449.835148568,65.1970477372,847.806236856,47.0891434163,59.1491327504,769.473809019,891.214798528,144.627203616,220.442494974,999
48.3815373337,436.085369031,846.511779473,989.681015665,751.496710453,704.651067601,734.661700777,462.197193033,789.659598728,759.344733017,344.195490008,247.505434163,102.980814657,526.472682914,647.804103499,56.0671679179,451.643321304,67.0730047371,845.368948185,966.748895699,46.7103567371,328.06727261,908.632231609,865.065050444,639.522511367,999
55.9421654254,408.076836055,843.436404972,975.382009302,746.686313806,951.105799273,216.238153539,454.20080937,405.552825363,763.811551568,334.229621553,234.692664937,965.81980124,142.885126692,648.551608948,43.9616561393,438.524853675,66.5840418615,858.110341515,499.765832696,53.5580166895,747.200208743,578.143725279,323.561773724,260.03703533,999
62.4935650129,266.330641198,860.455072244,246.332095096,732.421293372,807.839488,37.6608296122,446.604398007,676.572277897,772.196396465,341.393824934,258.22251111,32.4113290023,890.220860248,633.195088851,28.7829044927,449.773708857,78.8313083627,862.368464008,277.166871408,65.8454066126,956.952931773,301.660340453,2.82299155388,41.9708625876,999
65.4888407276,587.771630568,872.471373671,460.89213205,757.680792774,459.895585923,516.486693275,437.359461773,777.556913602,767.374356294,337.750922774,243.631132277,606.1409044,956.190709614,650.667033166,18.2306096788,448.974006363,80.557167738,854.365235575,429.706680149,75.8169178453,707.002129397,797.430450186,613.676336621,599.057705614,999
60.0914649938,868.436251965,874.098650233,167.34826084,736.35419424,412.697132342,178.60423652,438.517102562,244.377974427,775.1270148,359.754057061,237.734956963,92.5404100045,56.088321485,643.746137037,33.7891228949,459.528075477,67.5163340757,861.813604162,762.821230807,73.6047408892,190.211836497,926.935148515,567.780238021,82.8061757927,999
65.9059240049,75.2201020998,846.710172143,468.827013757,741.280274347,267.608223533,150.657162955,455.627302363,521.290372454,770.674731849,339.956380513,241.439690574,459.044802086,317.410118789,639.362716617,27.2857721896,465.240443913,67.7663697033,863.797217051,731.68143666,55.3676068571,667.757581978,672.506519733,612.2544601,772.521730656,999
54.4389508315,388.277721463,855.068812449,290.563526487,732.780857131,910.613905001,68.4294573526,440.065520292,347.112303065,756.65013029,342.450636881,249.62083093,771.102694954,309.340226011,639.508348961,26.2431133256,473.707205348,69.9928333857,871.121134413,143.449025779,77.7736354576,312.412136341,128.045893825,383.578142252,71.7823390781,999
38.6314590625,94.6471394137,862.817646285,506.262846111,735.394942262,936.132962398,115.174559442,447.269749512,644.376603469,754.437847809,330.744859009,245.337099877,384.902333894,490.355651695,635.280549609,31.8704843916,456.678119951,64.8114699368,871.319606438,348.206862447,67.2618627094,142.245362105,797.952559529,613.626993473,447.911590849,999
38.4010854268,294.609167662,866.035734939,599.820314493,750.55988224,344.215418106,943.826929016,461.993147819,757.185243173,763.87223513,341.351645266,247.50844262,636.567501874,946.211535367,635.323351492,31.7548263799,452.47178739,76.3686293969,856.050991788,883.462586794,68.1031679992,203.341103293,987.693670593,339.058773914,827.693366846,999
41.0065954146,646.392229556,863.659738295,26.3339271051,741.34319073,148.128417439,555.254251661,465.153092875,404.432626382,760.309647907,351.22391354,244.267487601,181.793222242,912.540386452,641.244866805,33.8716394555,446.320567391,65.8401794902,858.943639374,540.640394794,74.1138705533,292.932702216,517.484921655,439.215411097,284.781989403,999
