@relation db_C10D75
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute dim25 real
@attribute dim26 real
@attribute dim27 real
@attribute dim28 real
@attribute dim29 real
@attribute dim30 real
@attribute dim31 real
@attribute dim32 real
@attribute dim33 real
@attribute dim34 real
@attribute dim35 real
@attribute dim36 real
@attribute dim37 real
@attribute dim38 real
@attribute dim39 real
@attribute dim40 real
@attribute dim41 real
@attribute dim42 real
@attribute dim43 real
@attribute dim44 real
@attribute dim45 real
@attribute dim46 real
@attribute dim47 real
@attribute dim48 real
@attribute dim49 real
@attribute dim50 real
@attribute dim51 real
@attribute dim52 real
@attribute dim53 real
@attribute dim54 real
@attribute dim55 real
@attribute dim56 real
@attribute dim57 real
@attribute dim58 real
@attribute dim59 real
@attribute dim60 real
@attribute dim61 real
@attribute dim62 real
@attribute dim63 real
@attribute dim64 real
@attribute dim65 real
@attribute dim66 real
@attribute dim67 real
@attribute dim68 real
@attribute dim69 real
@attribute dim70 real
@attribute dim71 real
@attribute dim72 real
@attribute dim73 real
@attribute dim74 real
@attribute class {999}
@data
938.613728999,363.221335164,248.444280824,628.143863768,164.936555006,544.043359904,433.275605822,719.469077944,856.67927861,216.680447788,919.30297448,250.874342762,667.754737251,568.46478394,386.684188321,858.116400491,527.714004108,719.011781632,418.51015048,845.503211994,245.708238957,602.174227144,26.8876826554,444.834905292,578.941132937,465.817620077,669.024227501,730.147460538,248.35172426,60.5024233871,157.994931802,521.151817933,509.957027758,957.609356978,287.647133535,13.3341687952,736.79103027,235.435877429,367.539712969,850.06324665,744.011266284,128.106947139,862.147390381,585.159317332,729.217390373,42.8549581437,362.363341523,933.271176861,777.571353026,531.050721926,451.243838724,984.994227928,232.558444829,818.782795111,16.9406189945,435.049648893,328.631531388,964.470149241,571.75041266,165.159438029,139.770719257,911.567324445,316.266004883,347.146718059,857.088129247,225.560817341,264.668811314,46.2778617258,772.000663684,948.047730864,268.997982098,355.573271873,31.5572818218,438.245250464,552.949581006,999
928.404133396,340.347766754,238.567864878,640.186566843,534.881688564,557.773495736,153.908749663,348.086786483,454.59566328,982.388723608,324.840472284,242.090873301,646.41098457,824.443584264,960.99984402,876.321855115,534.555161863,121.197074985,884.161995906,853.71257742,1.64792372516,288.820730505,401.308094288,450.889423159,571.25642953,452.498051552,671.861701679,173.073710665,249.884259758,90.4533222585,161.198207435,593.984733708,574.410383267,945.557133576,462.757845017,856.159549362,623.05005809,241.626567213,412.980342491,849.501736073,741.54734193,640.205038381,879.83468591,335.689765287,748.125618499,42.5861902879,351.966209867,722.361681716,333.139050121,792.608400692,529.320565563,894.027359174,207.755882123,821.662623811,23.8561771699,5.56880234575,614.518163812,959.92166603,583.498440075,144.431784384,155.269361055,149.404206361,58.0778432338,902.669251491,872.413500363,773.982828987,269.692333492,912.16333814,689.172466378,806.659562436,279.637885751,371.264957365,191.799217898,470.908955982,575.667623364,999
916.859001748,358.023493669,217.065982695,635.615665202,249.130568619,547.651016376,749.948894196,694.554752614,285.143338897,340.646436727,20.3931303603,248.811096634,637.493974166,538.983675284,7.42258702206,866.872867944,535.103750553,464.618642288,584.786792366,864.731054548,865.360900406,403.50166671,848.531625691,438.424251435,575.122171209,459.172306796,658.786321501,781.351560569,264.862002771,64.7809809792,134.616763316,811.662042994,636.972018232,957.787200377,193.08598933,911.227478375,82.1049701135,266.880870542,717.376277616,854.240687253,723.055495044,766.264084854,864.924234691,360.735164525,746.192530671,49.7186570298,364.378420033,713.279607192,673.841529944,73.4349554051,868.410521261,659.06918498,222.811202762,813.952396686,50.709830358,807.765368595,203.504561435,955.040137249,582.554454648,144.923667173,136.32185984,453.077718204,42.9041660748,387.012423133,879.168315083,799.750433515,268.348682671,125.671896015,102.647943646,203.648421982,269.314917818,381.566474837,358.862511102,470.438407363,578.876952124,999
928.093149867,357.961240247,231.34399999,644.132460692,159.929326215,551.561184721,288.970854951,908.567554219,930.327164744,539.944121969,176.541128915,247.77475171,662.546543852,795.204935742,536.393604232,848.316278233,521.866386229,415.250465558,998.244738817,867.870064647,442.44168563,996.163634531,547.637063266,453.152958886,555.530246205,449.749564881,659.497786349,102.493222417,270.071427069,61.2230210403,145.67167616,276.580382389,508.459510092,978.464852314,902.432493645,97.6774169507,316.956923751,246.705256878,250.799143656,856.737730485,745.206355006,885.472417463,854.753992548,307.350984613,747.416921289,62.6706778741,329.026468272,677.245751802,295.393345295,913.712760013,391.5257281,755.101495537,202.543414266,825.52978966,19.0927965518,941.575765166,778.137103778,949.520529108,564.943903718,151.970272394,156.642884331,432.815434933,243.102036469,816.624242861,873.833761553,770.302890728,272.745232233,119.172709404,559.778498273,508.065858191,264.988458547,363.115237782,212.815160144,463.563404554,581.082742255,999
929.914638854,338.235859845,221.288906687,634.986316202,833.976864353,545.176208679,388.712580825,457.484745359,956.238699532,140.024863899,329.269382081,271.649894055,657.019012425,955.283552791,268.979204532,855.301886842,540.817090652,913.102260575,561.029486017,861.75837645,701.115544181,377.635942811,725.317179462,457.337310425,554.185899425,461.323676707,655.250340305,126.287655151,273.807348664,84.3417589023,141.697655125,671.087169564,670.723034431,955.397536671,222.262781287,582.903552231,983.646717125,253.050397629,898.939918286,852.058104698,726.8102162,529.455338571,857.327349747,348.814823307,729.381923444,76.2203370105,341.626018398,714.782590542,866.544132685,447.980431361,286.968760871,428.348866327,213.774132857,827.579055334,22.2666834244,936.155690826,445.725827414,967.295261486,555.754282009,179.261249785,140.600608762,528.505697486,647.134063056,614.845914354,859.491427559,271.86830197,264.60649566,267.378703521,202.204116707,740.340372067,249.924260646,365.627911297,874.820438015,460.788916458,573.584033783,999
931.480596879,369.424883143,219.942921782,645.234284623,484.359474655,573.81270894,164.231944657,403.24638707,630.66111023,222.020366227,646.458592372,266.77354758,630.659362069,736.476262945,257.771435053,845.87488318,527.151481018,803.144012679,995.592461949,862.19481832,294.702343687,848.182888573,73.1752979964,453.598707229,579.726242149,470.470955649,654.138677257,843.625183849,242.75866533,70.4849648764,142.137288905,928.718401847,647.0863008,964.207372414,190.639277478,882.383686764,573.61040347,253.099166559,958.387779666,868.922607257,727.106330238,882.260613927,870.988341918,694.425139448,725.091657931,66.4354494492,353.649932267,21.052223395,250.046847137,606.252876104,856.305998413,568.719278554,240.774655363,812.88930887,35.6963449368,779.179284236,889.066740106,969.041889964,550.694559915,175.366604551,131.050104812,310.227212367,892.676130142,442.399765823,849.793437545,926.08198993,244.619262651,145.566122628,266.913961135,780.511982899,277.051596842,373.622113294,518.173011559,447.999902649,556.418471951,999
932.935226999,368.770807992,252.137645976,641.885885818,105.739838764,529.008340083,792.496789679,272.95668633,570.1172912,175.117218385,644.603460037,239.71302083,654.1008342,891.890401197,811.114135574,837.906324372,525.77510033,817.510773316,416.400460862,841.827278006,623.803401771,599.432281858,355.65054078,440.6857946,567.431586966,470.429579161,678.813697811,458.261112131,257.860200268,80.2664290421,134.775191168,665.706857586,782.740675556,977.244950306,278.379596838,747.353352356,854.652518329,213.345390389,321.233230639,850.430226853,771.472949223,404.754112409,885.438319437,651.854860988,760.600385879,91.0216961641,370.957422334,238.584995249,46.2158709677,455.985150182,593.251909512,40.2192012794,222.969570952,821.126821994,38.7920100381,831.379855683,436.497790222,939.441630252,510.495434064,156.877596528,174.855142651,6.2884431496,859.066806824,430.332181722,858.564295389,589.640823705,244.323681158,743.202713217,899.117147089,684.148507117,250.078005662,360.613884678,464.088804097,464.797773376,554.820705433,999
945.373605032,395.157566302,265.955120649,647.739270095,48.7613750469,546.987647838,794.430973684,540.472852845,347.717216115,495.229127679,909.903096271,245.331957285,649.496489015,654.073798506,954.384648526,832.102678097,522.326438851,793.014004671,570.285115248,840.835737292,514.60066692,935.8401142,590.675255292,459.537691846,556.202991684,468.226007211,656.692267128,744.386546232,241.062681119,80.2455976771,125.791821941,838.396200259,414.4283841,974.65512909,904.117959907,820.803344597,625.537112729,219.956732198,700.818712501,853.826433069,779.200204622,530.218428675,880.249131282,607.398272971,765.968900644,71.2703898849,372.436311334,962.273239637,481.450795637,778.306505183,419.122831767,254.131378506,214.332526796,813.395875948,58.2553530338,728.249127324,46.146547326,933.481389274,515.798065033,178.595217275,163.700665359,754.699806442,772.283423777,456.612474459,864.904824561,49.2853645806,263.250929432,196.474101868,943.628382797,482.09955825,245.345227801,352.138852184,576.112227766,446.817381751,552.453242282,999
927.30440922,377.784333729,260.554911717,641.948643632,337.608425804,528.370078305,563.173526797,597.635262426,510.424078223,117.538908482,231.646266074,244.000909138,659.598043675,382.384084496,49.8180701929,848.015098836,536.407686786,34.6303887897,442.408367962,837.144290473,322.147300615,686.882955876,354.89834043,465.893313749,567.984533636,473.730279117,674.009896219,78.2851159544,225.756440221,86.5880090753,142.441138717,157.932088964,273.515936489,992.428331359,98.3029826797,626.682082659,725.904398148,223.873038957,570.297411654,824.828718919,773.932816356,532.816403801,873.920239042,305.913733027,768.832316973,68.4272792774,395.485514874,560.654109795,385.738516131,206.687179237,487.915946966,361.44114995,216.642069147,834.566320093,51.7969260432,559.474118809,95.4711060885,932.686075701,534.639747744,165.301837207,164.200907901,972.670670506,271.526095491,815.921258683,874.55335037,539.029491575,259.234664228,526.116572631,347.446977303,824.492787069,227.648278249,355.186255402,648.579156773,448.467709468,541.442244123,999
950.482848163,376.172022856,255.144134966,649.999824878,402.953493136,552.846152641,309.533132292,126.300448913,362.585301159,166.69021684,784.226420559,231.274499136,647.561573411,247.933309712,168.221729871,853.509813925,528.380757798,363.832312524,369.272282425,855.838042675,179.911644663,477.612309879,685.045840222,458.547145275,548.367242534,477.230531838,671.21129981,117.675268279,261.295629919,75.6302123048,118.398912767,579.553594504,271.302268498,973.857452944,163.030784927,249.310917074,696.045865953,235.992058898,349.857647313,846.135819892,759.933606071,660.477612598,893.241330628,742.641252144,761.869038079,55.428314273,376.809013055,980.028603547,64.9589604425,922.210869779,484.918338926,63.4128197354,228.473718217,800.847711593,35.797509401,720.326120196,727.683108294,958.065644247,498.305295753,161.483102992,174.334713235,856.15031807,716.394452911,201.831317979,862.703398498,829.39675895,247.772809104,810.58120349,678.668380992,350.258267198,252.341398589,350.030674456,43.49502513,461.662303401,573.740453345,999
952.441271598,372.085285931,249.80056299,627.708078115,355.274123755,544.278650998,938.437560682,376.228786288,783.076686583,594.861813382,528.644477569,237.759234921,652.189347376,661.167846032,325.61750163,834.918897767,539.892633413,96.7325410753,664.411167961,850.615013522,565.472634538,857.247231917,744.182433363,476.197546538,550.235228441,481.537020646,667.077476099,846.6709288,246.2878017,73.0192796129,136.235096021,307.593649431,537.014443981,975.44175367,659.268621488,614.69959679,13.2517696424,215.656369349,483.555352417,843.616775022,755.193013838,83.294812194,873.985368745,227.644684857,768.733427365,55.4540512497,392.467050686,678.558333296,677.429652394,789.516773142,712.053153642,518.519569581,237.221798137,820.270207887,51.3335620864,913.307791095,349.875447115,949.189568203,500.945225864,158.447256758,175.912644823,893.347546353,538.847065585,861.854815613,874.753523345,742.604940909,239.529299994,858.30305743,724.658805547,145.881924742,246.889387491,339.864628487,983.850935776,477.792971595,571.333859278,999
961.431265909,381.850763964,256.234389823,649.21264418,597.262387616,549.452967533,794.527709615,724.810243211,246.000759635,553.288427121,472.485303814,213.767991663,672.830703844,362.407506117,498.031303219,853.139460533,522.343288043,716.544996532,174.64933013,850.093273494,166.167006533,680.605609558,147.389733881,448.564424094,561.645904859,466.56578527,668.94978561,903.767469901,250.276687798,70.6072118218,98.9392117049,135.006429427,655.655681033,974.121055788,722.383872633,835.263778393,425.139035435,245.132186408,811.734220543,847.500431778,759.894885869,830.737633526,854.881483762,531.982655511,747.816476811,86.2180404068,367.060297883,330.020213205,809.318627491,296.701238843,303.617437622,845.263783531,231.680420979,825.015174928,27.1374316396,269.887144861,455.178013228,946.055599606,523.487660189,151.118545285,194.487922891,902.993185416,949.417471968,230.331104942,859.909693386,847.875117976,252.107470081,955.473892482,662.151862739,403.993551999,261.128568086,344.135574909,578.596867542,445.113894325,548.760610188,999
947.228106239,380.315870648,265.952543352,652.704440818,821.291451404,535.074845544,996.280821717,752.975473405,219.579507081,8.89774046047,894.576369863,241.699549471,663.934337473,723.349555703,390.173288502,837.980072339,543.635282361,385.76326868,243.572404964,854.394733565,245.35204227,405.597048047,581.766837238,474.154521197,559.985540974,472.164305237,665.379469793,16.6533271805,243.538128012,72.6219989275,107.689378377,476.430360571,579.705245504,955.025996503,469.393418671,644.779521088,785.636078942,246.236123795,157.268994214,863.241006612,768.354353165,429.302230597,867.538978846,442.834736347,763.914604583,84.9872256215,365.992500043,156.640788765,38.8010209827,196.279019739,760.011414158,152.352686868,225.352025126,808.874666811,34.1848258374,171.206457164,131.062096641,954.957464579,534.756747952,161.806587494,185.776476616,83.7569822075,119.142832847,498.332924873,862.287094286,623.883257947,257.35913317,163.717618022,684.66680451,343.032535023,261.841646567,325.915856588,477.166085989,450.481457724,548.898876991,999
949.506006047,385.552996646,242.677933722,631.499846542,596.75988817,542.674472253,995.372732086,687.024077764,63.3740648645,825.029811127,768.612535226,229.797798065,665.24593099,316.230337025,337.208078666,848.196711414,546.499477574,564.610805068,534.710730562,870.019124548,705.707919309,177.426122526,224.609389287,454.328627266,567.851187869,485.569625445,671.5711314,333.084596441,242.30652937,79.0543498723,115.161937741,143.20257438,789.769459206,967.754113068,87.3712590285,305.267307802,647.061685698,236.561736479,571.811988248,861.015179522,756.856443348,229.725406972,857.22323599,748.449972872,762.263482727,89.113482383,381.089839839,93.2913762193,657.96352518,394.344777042,228.583449097,69.5396336728,245.568293212,816.99523499,41.9511185722,721.863191351,805.515893965,938.832114674,517.160351515,157.872821328,192.60891738,544.45245012,569.92735319,638.610301635,854.523265909,451.931656331,246.99807411,307.766934719,376.094809102,911.038059866,254.417268474,326.39516315,543.690863809,469.558307826,562.093755236,999
933.416336148,370.240793924,258.594563333,646.788374676,995.934456769,531.403668137,633.563514833,168.652508674,430.135219071,32.2215621456,835.124212819,215.16333952,634.49745766,517.948700097,783.900410723,826.518272728,543.464516759,652.667729849,878.775716073,850.838192783,68.1895827022,892.776932032,483.637734354,448.957458732,568.330215609,481.040653464,670.198645365,605.449157983,261.41918019,80.4078298613,133.53058487,393.265928471,343.266132299,972.74518834,374.794125003,794.21768443,424.390376156,218.444761425,928.142828751,841.450182558,775.279823251,947.026269874,894.3291534,80.7901026315,739.91221587,83.6001528304,390.556424172,423.514626562,490.455951176,42.2054171272,242.041271015,443.792613161,229.166601234,850.629027585,15.9379353941,745.763787771,167.32521591,963.037421125,540.579183421,173.541632981,159.028133438,518.483988234,905.294517467,247.184721033,854.755536902,542.189786358,253.859856984,389.75284863,446.402115068,41.6338570477,232.513734347,346.752468132,157.661298928,460.074609298,542.244126095,999
936.26454762,391.47080585,242.916756461,646.768711953,490.751797167,531.378439437,149.685894278,845.739555518,574.79857498,154.843506836,64.0373013008,237.212093971,649.937750974,231.427769247,592.132125822,832.511594633,551.13975052,607.811155046,197.862753338,863.108654574,912.686163182,881.645703661,939.291227332,447.93826407,572.782731847,478.187032801,666.370197653,79.7233325363,253.169717607,74.4020539564,120.041792789,825.543282465,730.843576517,996.589767984,191.397773243,73.4096411873,446.917738803,224.123106492,600.464895587,835.055107105,765.323854839,700.219529608,872.485316436,405.195724607,760.189435303,78.2246799856,373.561214534,864.068769521,147.639293851,242.993530873,318.859820393,342.060264215,228.881327817,825.710044753,20.024032617,455.01036682,89.740402038,947.393189218,530.47871334,159.06173505,144.675951212,621.563550917,529.527513905,336.829285563,868.137683711,180.217480069,230.628248425,201.064705113,268.231569603,738.528475907,251.007968522,349.74168743,425.365333132,454.456700533,539.392394001,999
913.925032596,387.94011069,258.864099746,635.098970729,470.176961909,545.466871949,467.968514569,50.9941751168,282.346011235,135.739899289,320.224398115,219.385381044,645.05670222,829.455505828,617.011467617,828.821435687,540.928728171,477.88629844,703.063325713,853.280001653,888.078804763,954.447684342,306.151799795,441.555806753,562.183854853,474.930121879,675.796583006,655.293980599,260.340736061,77.8921304911,131.007667294,367.449175948,801.828480068,989.660016309,730.777406055,835.483821751,290.04415189,221.840035703,493.575163311,825.255953287,768.894848522,794.636871595,891.247499439,796.300093346,741.372931221,72.4305282347,374.958209416,366.226275057,349.223564786,876.886048738,897.553975165,944.653573381,233.794740029,842.629151001,27.3472015962,704.629099578,541.704573757,942.594488678,538.251705555,174.437810006,160.281126294,389.96112499,921.591253116,415.416971514,863.400217336,920.538901926,247.341895047,280.733100547,229.272714875,526.311564553,244.401575521,336.594776771,162.545704396,464.584377096,540.553252354,999
913.543688174,389.01896196,249.00073927,629.208905361,277.98995011,541.003225076,288.715839318,862.474942775,918.437188987,807.170318803,453.541496638,212.031203677,651.343971836,313.803533361,671.630537583,832.167445294,559.348542914,329.373651859,308.251061517,843.136170877,602.538569346,178.158923086,61.4880733159,446.404082584,554.533954952,456.692051883,659.837646968,150.552881715,264.401858813,78.0761458401,138.724481376,864.839000752,321.812927053,981.726549307,145.549389999,177.432021385,799.456156164,217.802526734,269.66723946,821.528397452,764.610346111,9.52252512027,897.934325685,655.243784188,767.319284589,72.5120640201,375.949295267,154.587586974,625.138152723,453.318796916,843.584790025,31.779038065,231.106347616,825.480634457,29.6783787193,14.155237416,983.761621587,935.205556584,553.755918954,162.262617221,144.30297889,365.843135825,589.668636736,250.96198445,863.611962718,860.68860203,237.930329229,759.368484668,434.469091952,660.724237827,241.179063043,354.046262796,36.1061349455,458.857618606,565.491840977,999
911.226509525,384.422543886,245.375453116,628.357529879,22.4082959492,538.958233435,534.677855274,142.602955231,27.3767271157,592.587184464,487.040501811,241.356969491,627.329725653,209.549819593,787.549730403,819.774249834,555.650937981,255.567853237,194.018784257,857.405292449,72.9686381076,463.628023327,659.541525694,445.309986724,555.557902736,481.4904876,663.139351771,814.044106862,235.695717547,66.4909808673,129.276869271,585.150992814,695.356454094,978.516576868,996.883736732,973.747722138,114.849421401,230.21801624,676.365468847,844.964197212,776.866393888,47.5322563798,882.408023946,807.262810855,764.238527606,64.4936807311,394.03080374,224.663978317,827.150135556,605.594031615,301.492960177,748.824437699,220.672000045,834.44057221,10.77536637,521.77251564,78.6407982086,952.858458326,523.654011805,167.213201766,146.846956265,856.190822431,340.612011157,404.572767889,871.018317594,460.28505677,248.153421797,636.636607091,297.923295276,955.24467889,240.440463205,344.815025736,194.011576724,447.517391437,562.907138074,999
919.354997196,391.055397562,251.56845523,608.79709558,487.026191044,564.854808681,599.836107796,398.455079235,979.356221288,301.706934673,626.830427021,252.483595481,652.899367054,437.437645995,187.961887274,870.615908274,524.406155415,277.375995712,705.048426224,853.113712134,319.820391146,668.529873258,0.791974380777,424.231133097,558.631725469,472.61608422,662.291677079,636.249514005,241.387147378,84.1767528784,132.851102137,656.087617742,345.275739203,972.249506987,751.188677762,2.48795424385,610.663377278,229.229830193,569.710846272,872.143597694,734.471222654,213.269168491,859.371670637,482.965086659,733.242556313,42.0605595506,364.633177594,0.953566385529,254.98861995,197.532768826,712.798601463,604.785604687,237.313949489,826.760112554,29.5616590173,390.561943405,889.449624193,950.314455851,578.654243076,142.302507533,123.201098973,520.897349289,784.186938535,599.047083864,865.596967119,579.661976294,247.801991414,103.856893242,604.731623903,382.54189074,278.004002805,337.47233081,789.305184669,436.0457475,559.922654386,999
923.314849175,375.835421271,274.479097178,643.367356272,521.9308503,571.888678175,970.852491051,610.899315436,704.514047473,471.17318003,602.788278991,263.214270205,664.109439248,382.638873771,73.1744511376,870.541532444,548.761031248,567.852210515,891.463454705,855.862253714,923.664550012,866.853320367,44.3811086185,455.480729928,560.940740003,458.201546734,636.668696156,33.1047838107,250.272070937,75.9856132967,137.035465996,485.196912047,273.736046734,988.364936721,583.983998518,547.163861613,483.970170602,243.163490746,581.468060006,856.806867461,759.763855419,546.057010537,872.498990378,551.251355567,734.47305553,43.4542126779,368.451862875,389.699180995,964.678070566,903.261435933,801.61337209,782.057584644,219.276960828,802.46516344,29.0892243012,18.8936912811,313.963096164,972.688408566,548.055480533,162.468377755,171.099412433,431.797562723,83.3006368822,888.04766275,827.244746454,113.984398965,257.319139171,659.070710085,348.643574901,310.312423627,289.762471234,331.76771701,653.236213632,426.80960896,563.043260409,999
919.612575308,354.914735374,251.567218699,617.759451706,238.88799196,555.950828618,360.441725568,636.363537207,409.835589566,633.899902487,72.3979548548,265.710936243,655.908239295,919.405031689,830.362725183,852.522890186,544.972877506,746.742684092,190.490306557,861.701159084,663.936123229,790.326978497,247.161351105,460.657588367,559.055722408,455.170962403,658.373595628,527.320396812,248.213213922,73.5787823738,132.148209495,90.0800872512,261.818835091,970.329298724,36.896657497,638.607174277,659.856551668,244.469265458,438.854817997,859.803967077,761.830142951,128.086994065,870.333697683,452.082437437,737.088373916,43.6894161411,355.263798266,270.689296583,123.536331661,944.431517219,554.353436548,932.481543643,229.102342479,819.615570906,31.0902768614,818.897574902,948.220742276,971.729220607,552.421266961,152.073657706,163.579531265,915.06102185,835.759502602,19.195414126,830.671103128,450.442970287,259.525529469,508.323652225,688.112268066,509.68362539,272.50261985,352.584757385,696.526780245,426.846861019,564.263826496,999
930.799311859,355.305598441,252.960535007,627.570488952,212.112512261,574.901847928,74.8210260836,819.656007332,594.406477493,648.730386762,404.250307954,254.222891948,666.140871385,389.729425417,460.037551663,878.547407316,540.414197577,812.970953716,280.721659135,845.498865647,645.023445554,568.173482473,876.952032812,435.80479458,571.248413152,443.941844348,638.628305057,735.333822776,250.037795769,91.1569089975,152.972472464,827.632665257,34.8630402406,995.285372761,626.01590987,32.5929276884,184.886821292,241.698703357,261.520029694,853.569962086,769.230006857,411.55296944,867.248421071,132.989583393,739.137573155,46.2539833199,371.651168097,424.913754464,198.079884649,151.059967946,35.6123324268,469.086100763,228.629320228,802.725723168,27.531243537,800.905287075,333.959283413,972.80944525,544.912343473,170.891939576,174.455372634,474.216835994,163.491526488,288.254268663,826.378205594,531.74521631,265.138768945,644.271027428,542.230192907,15.8513437822,271.104222712,357.276984205,482.31156615,423.177964806,563.950758299,999
915.06082781,386.265021058,239.097043062,627.015165511,742.072217482,579.211574659,25.7133787053,93.6368234641,784.683009472,744.874004426,522.108482207,265.19406938,659.027029146,541.586581994,193.954973735,879.514361382,524.626069669,740.836557768,135.693858348,856.650900573,430.909277903,530.743572978,611.56753554,435.922043239,557.398534086,449.445682898,662.184687168,269.763349876,258.989960548,78.100052845,142.943777473,366.307571196,214.316626931,964.780649973,648.528203895,257.468393584,364.828444875,225.339890937,450.302857028,867.386539634,761.95692773,105.629309553,871.455642124,967.030212918,723.137200442,43.0632718534,382.644541924,183.668962206,770.29745226,685.463320223,548.665022844,313.506333481,226.341552372,798.114738529,33.9487312093,194.214057047,644.87314743,952.034209662,545.55861003,159.369268983,147.239402062,712.291025842,505.180889791,777.987018868,850.087112442,858.876582345,272.736637874,23.7186153263,554.005752459,735.985397128,272.874073852,332.330780674,491.536646925,418.994797401,552.809680329,999
920.371794311,388.12419798,240.117578442,633.578281974,431.802737001,571.614246506,263.602146708,538.755013001,797.27197597,589.138709467,229.177588896,265.618452872,642.608851356,804.681193731,239.29825038,866.83579968,529.847593168,60.2360156863,259.248508551,859.959920161,156.588330022,629.591226898,799.669132254,445.189988292,558.094053636,459.085753057,663.419177264,930.229882295,249.960807961,62.0816195201,154.973423275,180.084042105,243.045275497,951.953916852,827.81122097,334.064567439,363.948355084,222.485267437,564.87211816,863.204108186,755.777812188,526.091862798,859.49262325,627.857728436,728.062563403,27.142831266,386.586858832,63.5400814537,456.034783211,705.876632769,284.96642261,842.087990937,204.575510381,823.266034746,44.5794275082,381.846207656,11.3010599783,973.717875808,549.129174943,164.299883202,135.898624484,335.660870299,20.2196951007,593.899814392,828.66353679,951.744757931,281.004380334,597.387611079,515.057511044,8.03835569509,257.332234285,345.240804913,876.230961698,433.722568887,573.72530458,999
920.701963439,375.258851676,251.075714152,633.327217837,642.68026853,564.623226848,325.081884604,781.341429197,339.086497987,910.773058284,112.041532733,264.700512946,666.972774563,464.180879952,986.93600753,862.71831072,522.525441817,183.903540552,510.249156528,880.112299281,535.506958057,600.671941681,129.803891289,435.50159404,548.494194535,468.919053299,653.458580812,57.3092068231,238.202090881,71.9903473712,135.594287156,829.723509893,912.338111899,953.202853055,801.891642104,655.761622671,669.98698877,217.687405414,412.160582301,872.419907127,765.246507535,213.609640739,881.982469601,126.723627641,736.551691056,18.3983720814,376.624411389,760.854851777,193.951260891,776.471585259,539.048851967,834.9746428,242.260897222,836.235398295,27.8865333702,319.025145763,577.063749158,959.211098066,561.763255081,151.571695604,154.777352961,355.904619097,719.00545664,434.379622429,856.878991814,262.197754813,269.387317903,304.925715483,731.033723607,823.26667402,272.808097343,326.001883193,251.60599679,433.640214056,542.300273508,999
917.843734784,388.339983114,258.824577407,627.84449145,544.236524705,565.817720498,160.522699253,514.208651666,562.499788591,982.52590678,742.159812573,264.293199683,676.887391963,331.165721809,958.716863385,888.067000405,524.779190024,510.296250963,565.786782465,851.949003937,177.439208134,18.8968977889,271.600518256,426.135992346,569.703468946,461.098854043,668.131541859,791.332482911,227.96242635,68.246221028,164.138900239,773.493761273,445.433469799,970.943559773,709.243524891,297.269844679,976.856843941,218.743995161,976.595521011,861.10642643,754.873538867,59.3580273973,867.457333872,663.492771249,720.641030552,26.6956329106,362.779883724,585.992780838,648.676558903,416.641465077,964.668059672,60.9831820247,222.630498397,819.790225952,43.3411251846,346.722872114,862.593353138,962.219479433,581.97459461,150.908111382,162.19569927,460.397013354,241.732592849,759.960244301,848.895168215,114.913748091,281.911361279,179.65373689,313.36351982,97.2959964557,279.107093196,332.429075348,778.293509185,452.208412926,562.352341076,999
925.759441025,379.120755993,253.844416276,623.208531705,633.790723574,568.998728275,820.125160251,537.223908305,330.932177412,185.09092145,447.820759627,260.109819289,671.709009067,651.618593996,270.020854054,865.693375237,524.091039776,329.629804802,420.060171125,856.123186076,683.988758594,442.05313279,704.920886694,439.325644417,557.1174462,450.780937358,665.61843026,334.852433461,247.800811357,76.8499396539,142.820172443,489.591531265,363.598498591,956.001474926,972.448692638,295.997672284,276.63608119,217.983275009,260.124995609,863.960388439,760.327320063,647.022521356,875.623121672,578.250610012,737.46284393,23.5598353557,364.180987941,204.953471472,958.826351138,418.719084447,42.1610397888,873.083855274,228.585793885,829.518010904,18.0599382588,413.40444235,635.291451817,961.493374316,576.873388499,143.266793672,160.456298049,191.321608266,821.13073717,248.166232549,841.773622464,258.429197435,270.760568218,43.0739792445,900.364989822,190.240703669,276.526528427,339.448304826,659.012454575,438.078933402,554.380862988,999
