@relation db_C10D50
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute dim15 real
@attribute dim16 real
@attribute dim17 real
@attribute dim18 real
@attribute dim19 real
@attribute dim20 real
@attribute dim21 real
@attribute dim22 real
@attribute dim23 real
@attribute dim24 real
@attribute dim25 real
@attribute dim26 real
@attribute dim27 real
@attribute dim28 real
@attribute dim29 real
@attribute dim30 real
@attribute dim31 real
@attribute dim32 real
@attribute dim33 real
@attribute dim34 real
@attribute dim35 real
@attribute dim36 real
@attribute dim37 real
@attribute dim38 real
@attribute dim39 real
@attribute dim40 real
@attribute dim41 real
@attribute dim42 real
@attribute dim43 real
@attribute dim44 real
@attribute dim45 real
@attribute dim46 real
@attribute dim47 real
@attribute dim48 real
@attribute dim49 real
@attribute class {999}
@data
489.436962319,620.1396052,557.312952773,665.550694113,381.390280512,176.833634595,519.6314304,439.460695602,378.082798589,318.03694231,672.338211265,911.122523527,635.565469019,52.3994715261,531.577015469,766.404966033,672.748526059,184.683927866,440.880597998,108.849125303,157.489352542,787.88077483,333.176375401,297.180948459,876.863003182,475.822051871,904.901142304,240.934736024,57.6074155263,434.909851058,526.519597148,737.855626734,875.897593778,655.140132167,187.272399556,83.2171376262,483.513606512,844.938371673,529.09628421,224.116799424,648.160165728,15.8760240756,480.813764483,441.510408577,198.580965873,975.32782498,585.92080796,172.915078594,406.988428473,168.638217527,999
283.188129986,227.616481865,564.813990161,540.863989087,487.140991247,190.689482554,191.100713404,423.515495383,596.641867508,550.675671707,103.987140085,754.322466997,643.995038157,26.5449170068,523.518570447,784.884425932,677.20912961,200.869447807,428.324081494,31.2247158652,159.369120595,771.132524841,329.755257146,287.424227867,875.98518451,472.107557403,890.996142322,222.831887712,69.1719782622,433.862892689,845.831852875,753.917128156,873.971405044,649.385673668,3.91075779565,919.073887682,526.786902278,844.202167164,533.290887256,246.687068904,20.6228224492,670.814009814,39.0151793398,435.507398563,514.33566507,670.275477974,344.601823575,783.51158148,731.994863042,474.218578034,999
21.3103629656,759.738123304,555.106766602,296.914766326,609.324665618,160.938221685,929.468956867,429.455446867,654.326308169,380.885385317,255.139800498,534.007287858,639.935123758,62.450384134,549.749417796,785.299790709,636.354661577,171.210429111,459.658779345,90.4829040677,163.730364715,768.935182368,356.561527307,265.525478935,854.943912484,458.45875899,969.448602647,260.02452376,15.9683919506,434.282948666,37.352227915,750.431759656,828.922640465,644.677243323,174.39578185,280.657168777,640.885961604,835.71925454,518.222040686,631.168371567,395.777948757,66.1104373856,680.139078999,443.486966299,609.746552864,392.607270141,366.175773849,570.258921683,30.2067027478,661.868098222,999
909.172729827,334.586717388,553.940865789,571.605275563,790.20095687,149.04276063,661.154210824,466.839328205,322.545495781,869.383603131,601.233519846,995.359045927,623.976984618,987.306633619,547.721906636,768.608833691,646.520765379,189.951486588,419.723585245,388.681572348,128.300351727,760.979261046,326.660092282,247.67498437,857.925626311,461.506106503,926.111306751,229.95158948,63.1552538122,434.87031057,317.763550244,755.236374568,863.475642509,616.374274319,177.605569838,33.3983708576,260.821799074,820.579488674,515.845288553,67.5493691232,469.22421203,835.634428383,168.302247221,458.571487899,85.244990366,592.433920438,355.373873625,364.651021911,312.978866576,460.383653142,999
586.633360231,444.682706976,551.461030656,730.783286224,881.482146279,150.75004694,410.764058837,450.294436134,574.182288967,923.992608244,110.0479755,210.672264426,617.581618197,859.616024406,553.73156844,783.63563983,663.485977582,157.331690866,464.755225149,875.965410268,181.246137024,780.502294627,331.297909801,298.932034267,827.630763583,460.122254838,962.684612405,238.877966819,39.1141699465,426.740178538,221.46024537,722.499717147,836.548744935,635.516854556,689.640899913,305.316936875,35.5938935246,854.439255647,525.948185978,494.354791181,499.902925936,177.947511701,567.114002459,461.584375491,377.753278468,198.231947751,93.0433760343,926.590043314,259.997653702,393.615204859,999
675.900898353,309.852964899,550.435635193,221.079947459,182.980967395,148.263738424,504.261019411,413.611432161,310.296192753,272.857207177,929.823660689,86.6803661973,650.057911025,437.261938012,541.71894112,788.990219517,649.224451972,139.51804297,438.716480277,479.754766017,165.211145018,776.927668314,361.707081035,266.773271207,851.221105239,471.877463551,954.910934681,253.207731128,15.7713777723,435.566943462,992.767858662,736.368949515,822.241489595,676.256335419,211.619637438,83.5591795641,992.066602823,829.692534047,503.093552002,760.176509658,226.608437152,589.734987131,758.277256999,444.546098135,796.364418095,185.74030914,756.230193527,357.454036358,604.11482907,894.038671434,999
52.4298141439,251.313571624,574.251060578,3.42062840972,456.072554682,167.41614289,728.261339394,470.3632016,35.1488332781,403.918189639,859.678834389,348.511120036,625.887789345,553.115897107,548.50321246,796.685433577,660.926330181,206.856436782,493.643997761,881.253180597,171.981422739,757.500528278,352.586177921,274.21029855,857.419603477,462.227496743,957.375937764,257.69737706,33.7513434502,442.817748358,625.870922948,734.523020004,856.355274038,654.147686665,770.681477404,251.294530014,451.636445006,839.869556397,500.039820728,99.3064042259,965.894061143,548.949757323,331.939421012,449.708975014,906.572502716,3.62822808884,353.813690745,853.578776875,646.33039067,973.861135204,999
919.459178829,911.700362097,573.105600929,36.0931108875,33.7707089618,141.010564278,768.160809681,465.227277064,925.643875876,434.743372142,973.317936934,822.504085477,608.063607854,847.550791726,557.075100842,782.073863451,631.866908633,181.564382085,487.617562569,241.031070936,163.998177027,762.015729249,342.752560307,271.800057261,823.850623098,439.430706019,986.465034841,254.541511686,31.6570135362,414.872269244,247.710585108,725.91887933,841.035717375,657.433834315,749.595488301,61.9030608305,105.404741152,855.14262758,529.261006979,405.467362205,407.689899217,650.66219308,607.770186226,446.626588977,379.612237757,351.689745714,236.015482762,363.846874661,615.012807243,377.585455969,999
394.777045787,969.758261692,553.898822972,630.398607407,136.335047176,199.890684384,813.714964097,447.658380436,450.644271656,616.11979403,421.21090722,602.976318196,646.834218299,890.05346207,534.380846598,789.027284954,651.681095268,173.554609458,431.958161941,27.2038683043,159.558261471,782.33055341,334.778381528,289.958194632,872.680878504,461.925258576,927.560655115,238.947167293,74.8071778432,428.70558516,821.786803001,731.698845149,851.654576534,634.112041271,278.318400975,471.212374635,344.364368593,844.334755714,536.820505473,999.992802875,927.565251783,847.478329437,718.049408681,436.151774311,466.084190204,40.277959971,900.977179256,926.038161414,261.001034788,183.922396742,999
66.4996920878,255.035642484,942.214737285,746.135324978,342.309522766,697.068301936,154.589221621,256.420514434,57.5514999855,453.934193193,851.109057224,49.103575252,241.764599414,641.381114891,237.553968996,2.36564522693,453.199060763,420.241319564,51.3767172958,779.930943684,654.182408134,602.83074802,750.645146714,345.959959693,940.226134851,84.0661120563,452.554035928,452.899216659,457.794070264,556.083835766,941.552796087,444.695374479,655.165470717,744.613425592,957.535610118,46.3551463368,658.923246818,956.064524364,341.895422572,444.484288189,144.324117263,737.96856571,131.307482059,291.163530978,537.231024366,860.615598546,459.64629644,340.621482899,37.129605835,758.543859825,999
113.607121351,257.052535099,935.437735601,744.344200645,351.522399595,467.523858532,150.316301802,263.608940307,61.151121841,451.084132582,839.801505646,51.1106990157,246.725517744,652.22068636,243.457938722,988.929595845,452.216876759,718.927665198,49.4112746559,68.1345981394,651.116161388,362.240284516,754.384129417,342.273459595,932.832847631,411.711417194,451.275467391,457.438194302,467.498040281,547.477932656,950.156606982,440.747912961,648.340592777,454.683285007,949.120614538,53.0476695917,660.950372324,949.098179352,350.57817419,446.217704467,138.920591085,739.413564095,625.939716642,99.475671255,527.618968754,856.29293131,462.877417601,333.54670905,26.8813639501,754.053403954,999
490.099650385,261.52818143,931.481734009,734.627542697,347.433816633,578.33991649,141.820085949,266.334329121,59.0511073794,448.310906091,835.021906649,53.3773622745,240.827693777,662.580658719,245.92515951,509.729964049,451.337360711,720.360343136,58.2680577268,179.459896297,661.57746483,355.565180115,762.997889014,331.756429961,928.227863049,717.315769243,448.692141545,460.747040819,462.428368316,540.533446938,943.296170611,435.753247582,644.398837014,602.283832131,946.460947424,47.0871825514,666.908869859,958.489944186,342.973770628,442.581368399,136.630652348,750.071663352,735.369283338,516.641374547,520.170139513,864.80393986,461.06304932,341.740565267,18.9774428667,752.190644235,999
12.6789735805,256.281021987,939.10918806,755.417951505,349.845325199,795.162532684,142.023466026,253.042766273,62.2755024223,443.704218994,842.076223241,37.9867294237,247.5116939,651.570403217,231.608528406,942.215781567,466.301370619,426.273752641,41.5849594951,496.229453254,660.980437261,204.099814758,744.187141516,340.117515208,939.622582146,930.793386944,454.702349504,443.450184046,462.366854626,564.802284118,946.467300632,450.38057681,645.019735058,641.773561062,950.782980776,47.8235409084,645.737839033,947.278857673,349.357782302,437.058380223,136.141748679,747.339519161,138.599552253,566.235051713,530.25716688,870.002548028,466.537623679,349.593010569,43.8450901344,752.689412236,999
456.797391451,246.606760742,931.887479444,758.859111609,357.835671332,333.792718836,145.027264236,258.385720077,58.896038286,443.439403556,834.457364046,31.9552323448,255.979134343,644.138511459,224.041396426,510.061674601,463.56342554,180.588983454,46.470954402,854.351286626,670.457938854,921.734784984,737.194616453,339.81871052,944.556046746,601.120679847,457.419324428,446.319745973,466.984995155,573.367334881,954.71844693,460.555872978,641.240925067,300.768324315,944.143743174,56.6515021607,638.270505078,943.069390292,354.188375826,441.862277143,144.020955859,746.673088053,474.93287181,603.030585562,540.49825724,874.974983922,468.595086049,355.232345858,40.7834540967,757.105581334,999
132.540175287,246.06827711,941.667013127,760.054293312,355.188282517,627.057004004,130.159655917,246.342109639,52.8586109878,453.923884247,850.305241582,34.4865560328,254.391699023,642.64359869,223.143007559,887.694529202,461.292045144,349.08991504,37.4219523341,570.738871783,649.153058351,607.431377394,743.6831433,349.195314084,934.043121874,208.596850466,448.622293688,452.357381219,470.514902595,574.499212091,951.348653634,461.566801991,658.247002602,29.3283548359,938.957854728,39.2924643818,648.995176154,955.137119895,357.389392,429.381905938,127.871778432,755.953330671,383.681691651,745.776476863,527.144501701,879.63246368,469.720725567,344.817639157,40.5809981442,753.136774842,999
91.0329839102,249.000713637,928.083097143,759.410460516,365.741994725,755.472853896,128.875344599,244.021934386,52.9039920065,453.787203065,841.384222094,34.7523762728,260.404469134,649.620203219,225.384793657,768.037734075,462.326946639,539.711758405,37.9745958988,641.92573574,650.16927658,651.317262496,742.571855779,357.218665705,924.690818865,79.4897862945,439.06959982,451.098037592,463.359144624,583.720899107,947.441079131,462.600107432,663.353846325,741.976371568,934.495962087,35.5085150702,648.090593738,965.474571207,346.670503715,426.733099237,134.306146881,755.79071577,693.400480119,799.838894658,522.201910519,869.43036991,469.848569438,339.887357208,49.6482858808,753.610753826,999
162.305941635,251.592616889,935.656833291,750.407836598,367.28732389,920.922289079,137.223525671,238.506724213,55.2437753045,463.513956931,847.060125455,28.7933635395,264.692015463,657.286676923,224.415083134,267.42260742,471.243715179,184.589572573,29.5461891861,718.744841603,652.724020609,219.192789758,749.881936713,355.168911484,920.896053675,502.198972013,429.123738003,457.345622973,465.104801726,590.350033762,942.352422247,451.745365366,658.106464694,962.129756652,941.64433695,30.5272389025,636.947421423,961.45288503,355.183726213,421.903058653,140.260381257,754.273073352,128.571279648,937.279116846,513.608142483,874.367728145,458.85636297,345.655697363,40.76286699,744.3725765,999
710.242462585,254.814763553,942.270473557,753.595582628,348.732928359,752.929433091,135.894960662,240.227129937,48.9576235618,464.874489398,849.225068577,42.9559935955,257.505493767,646.127892262,215.550070774,312.084158325,465.564936997,325.742855998,35.2531327357,763.093891841,637.938306032,303.833015319,754.860692633,341.309871528,941.912556603,884.65618739,438.854292932,450.568982484,479.605803013,568.819540502,955.885584264,469.127450201,662.762507257,8.95864346357,934.923949341,35.5222077388,639.581483501,963.781415603,363.908702919,432.027530759,135.224977616,759.107596416,88.2084188929,123.373704928,522.823501628,870.510273168,458.387890307,336.59635696,49.6841159224,758.276174877,999
29.0014875197,256.417612411,934.634102557,750.57742761,374.228846061,318.033758211,136.669047565,238.147297189,59.7299351092,445.700649999,839.337177249,31.4963566588,251.877655757,657.671748032,220.009770591,293.53608474,461.173603809,374.722511156,45.4882700923,199.402153277,659.409115049,942.846348027,740.060820255,352.140105177,926.841303469,892.637485693,432.586682214,455.87049438,469.617917079,591.089590869,943.324647438,463.171307231,668.275054945,122.082595863,925.882300802,27.9713808892,643.245341013,958.550287604,343.180930774,429.269888598,142.060129001,753.676588779,899.568148696,436.485822162,531.800684542,860.757682756,469.733332424,336.953428689,38.6775900411,754.83395008,999
122.742674952,251.971033532,952.774293251,747.042722799,335.569979664,37.6637641306,150.819302565,262.20307557,58.3585428952,449.334809654,851.812189639,50.7479329628,230.436556667,643.15219277,246.374469954,226.934057543,448.882141802,758.539069005,55.2331506346,401.805807617,656.6145205,261.203995774,754.876386309,341.817935367,936.3170895,583.468863074,456.091872546,451.245222475,449.952445729,550.637105934,930.852625734,446.040769461,664.307174563,167.748033171,948.744744549,56.6465395612,663.519290879,962.590272756,330.608854416,436.722642477,151.745826659,734.003179545,156.233826429,355.560920822,531.123457732,870.317706346,457.644122184,346.479110728,39.0919816499,761.17807648,999
204.699935766,240.429146702,948.58976615,748.152138925,338.652844651,518.707244712,139.47073378,252.269491775,57.9298576711,451.045082424,843.662215278,61.1512050585,231.106845668,638.893517641,238.742566202,893.028760759,448.536251451,847.482654782,48.4113845531,976.179324354,647.860729773,351.507214835,752.206385592,335.15931523,942.799027841,159.224706871,449.263320039,453.859655139,456.083690335,545.305472785,934.553023731,444.70275053,668.282434133,539.438679609,950.496946038,50.8987970124,669.109453906,956.706715715,335.481714217,444.904369965,145.701853237,740.381626428,216.276914648,359.916016391,538.635645748,881.697927019,469.632902143,354.376837705,32.3928589559,758.769171748,999
160.935664616,243.684775715,952.216984527,755.14089433,351.221270876,93.5216811153,164.698172282,250.672347914,48.8011640454,449.294793906,857.557734391,58.7962772332,247.295650096,639.55374978,244.070734484,280.07089598,442.462691075,805.641704795,55.3932910035,729.087276866,645.281806315,948.445283395,754.958008227,338.696071119,943.635079486,619.857743999,447.597021482,458.29039125,450.263967819,550.566990248,936.006204036,439.133270895,662.232729865,219.841206737,954.734640414,39.1728990365,664.922716505,950.483053746,347.26042157,437.851231912,139.122108049,725.927023244,899.641631072,129.546726046,544.783508164,869.790213681,447.310715431,335.409318138,28.4911978416,768.477119387,999
81.0246019949,257.297790752,949.940716794,755.92825719,335.138760363,435.322251444,162.493278484,263.584107098,37.2176509789,432.797359321,859.872928239,70.3427102275,236.366166895,646.958035198,253.036097331,901.163170216,463.868647433,394.817653132,45.9064461642,129.600584384,669.276359962,988.055587494,742.328526717,344.979206327,931.575328728,995.979329317,451.339361097,459.737424915,446.008291097,559.19247335,927.101893976,458.041738407,674.45578447,851.215648466,955.061514855,48.4895928731,655.35016714,968.442363519,328.079038712,441.123352632,145.418975262,718.303745706,609.804494034,928.692767091,528.736800486,863.482351454,472.354574685,352.151398324,32.1535232319,771.728931198,999
364.917438977,250.941810439,948.2259878,728.251095745,346.243619399,662.910971516,140.87329531,264.796330887,51.5177931809,441.076142472,856.637032227,37.7006102058,251.83198902,651.908135233,240.193190941,200.027180712,464.802834085,548.255853959,62.1040161766,413.403005429,637.780992042,339.768423614,766.075824717,357.07130037,933.019038598,511.410693593,441.248989798,439.314104338,454.607478654,562.69826414,932.67304082,459.378856617,665.048723737,432.962332893,965.07166877,41.8561821548,654.741496414,960.176129298,332.032724879,438.566644187,138.790531881,722.506799655,143.996374799,33.4409918464,526.579287381,866.974992234,470.266435164,344.829649506,27.7422732596,751.821575748,999
189.445133125,253.33474961,947.261727176,761.88044238,333.165123714,443.117868862,154.46073023,264.699925273,47.0669506719,464.306792471,855.954933012,48.4526309814,230.696739423,634.422736632,241.29699997,592.212892079,438.48868543,883.180272027,38.961585034,917.429701963,650.086202764,643.592311453,759.666627425,346.893056828,947.908988486,990.573128583,446.728731605,439.629958783,448.475679732,547.576919159,919.865634919,452.087505954,660.828771365,655.44366755,948.185173139,51.7341645724,650.798369299,953.256248554,321.75319235,425.885592692,159.642441307,719.093955044,200.935378182,460.214700004,540.148544259,873.674079601,468.419558316,354.258041779,34.5523426914,754.436201461,999
467.787601488,245.424977833,954.386804718,765.453369945,324.078981428,322.645766254,159.125873472,271.727123818,46.4547964749,462.178395228,848.736060947,52.5469787368,222.818088731,641.507198562,236.347506817,681.477321905,443.894478759,789.390122232,42.5043499079,368.475535757,652.271776083,877.859553494,764.219813602,340.213839061,948.638509366,289.12327689,455.957786088,437.644391768,455.603844521,539.304964697,909.503114824,448.626148394,670.045228937,890.426739388,954.773344856,43.0267885302,651.079883948,946.358370755,324.506047934,435.284620463,152.365718092,714.752875466,167.059946081,172.146440192,545.204495705,864.642605251,462.555495305,364.431796695,25.534922276,758.701819036,999
406.930258672,263.682012398,951.905702714,755.029866825,336.98261343,547.795537055,156.824041729,270.274243293,53.1354072875,460.961304731,864.096840977,43.2443356617,240.358824492,627.552338362,231.913441317,63.4683955594,435.150481572,673.636189968,48.885161362,649.966613732,652.5373116,986.56688416,766.574594977,340.400180788,937.373863719,478.486424047,441.911953284,442.452396765,455.482179337,535.719751231,916.457489377,454.534924335,670.396748446,610.185429316,953.935595071,45.6662001282,649.916626664,950.175541045,328.694827461,429.735013711,168.655365361,711.939296817,576.79877013,196.865599428,533.912837122,865.24901202,461.023118576,358.694816415,41.0320909156,757.052084889,999
20.7529029644,261.988982708,951.280044792,767.704237639,339.98339271,716.637339208,161.409617392,267.674544185,53.5197083642,470.590370226,848.924861962,41.1354630821,235.253591632,627.163094221,239.901362032,540.472841236,435.628725569,22.2889987556,33.2543034232,519.599239678,645.11832508,210.057636381,752.76940983,354.066897719,944.200749626,122.531641513,447.787934651,439.399823864,455.621592555,544.865370108,921.207936549,442.40102438,658.063258392,995.538763509,940.977464396,43.136582614,643.857350265,960.707627557,314.493624131,432.740190222,160.480313558,712.565036685,927.081956361,855.655887546,535.024237294,866.608309011,478.253988168,356.657367009,41.0097722329,749.109051745,999
74.8045640739,251.75463921,958.644246893,765.578690117,332.522422116,589.71608745,150.692713832,268.469437328,45.9001157383,451.64838136,854.458061127,46.1807716168,215.438080013,633.925391718,244.170832219,126.062403659,453.905451531,246.917773875,54.539493865,413.629859377,659.797864584,239.873115892,765.420481389,332.064927546,945.007344522,174.402437192,451.182062067,437.412354501,463.989803735,544.01493426,904.386929679,458.356990004,681.310342953,513.8667043,962.153631268,31.9726243657,643.259734094,955.099654059,333.077020373,421.855731071,163.867893495,713.538524871,524.01397123,417.552264193,539.705140505,858.747288897,471.493116778,370.25418158,32.8687504999,746.194401556,999
490.022693482,237.821747639,943.413097257,755.605866352,318.16794121,984.280620692,154.885874647,275.051564577,38.2336751972,454.802356559,840.429792589,59.9178976746,217.737897324,638.395282818,246.243042196,771.605501138,436.074101004,730.255147202,53.2272302587,712.259257055,642.98708826,391.871967088,752.634549204,335.172500514,940.885330056,861.017068346,448.103874184,426.920024361,462.658983274,543.642908033,902.914709307,458.6783106,676.736977693,498.776052732,953.158634051,33.085540807,640.210829714,939.393060824,329.164282967,427.933802235,145.93260369,717.783798137,465.418174769,881.411091792,552.774440734,860.163907347,458.030313244,361.145796573,30.496767196,769.281747478,999
962.010956223,256.355803196,945.108443748,761.719516418,316.654499762,731.194073307,156.726149522,282.797389275,46.6198410384,463.49438876,839.059656292,49.1827227335,229.825915793,633.540289526,239.86455757,121.526643007,440.265631534,413.971355683,38.3322594837,118.548006757,651.267516057,159.767400888,764.902369663,332.294713649,952.155932657,120.755476628,461.651571002,433.370087299,454.439572509,536.314183102,901.710326732,447.158436661,680.771039738,233.770265921,961.926951199,52.1059412687,654.772094704,935.381385723,319.03877312,427.40435468,157.798724193,713.259279347,684.835734797,401.178882917,539.442503963,857.295176627,461.353262603,357.372850753,37.2689779917,758.613420418,999
666.187864935,246.451989535,950.512115262,764.600457095,322.889397393,329.497364098,141.442877127,277.912898547,44.8967642917,441.513163853,846.066521647,57.5235562345,206.37651676,627.536621447,255.728267142,903.253698857,445.045056906,922.02454091,50.8308389891,745.158078309,664.567964508,957.477993197,767.196005291,338.750770202,939.243585918,928.748749854,443.595334785,435.283112926,450.985658957,546.610329179,901.87477103,450.546908031,670.863639965,165.629367934,951.618139156,36.2695311792,632.622725423,952.743824284,336.626150758,425.755292163,155.476774384,718.178114474,685.820234284,542.19895915,541.369258238,865.544877871,476.587855361,378.353324923,39.4198835892,756.434043503,999
166.533865208,247.019790108,947.543964387,750.820586612,309.862693449,792.851617116,170.036491188,282.524841094,24.9318164154,441.244706504,848.803918244,72.0115179282,224.094040897,633.376994799,252.340114864,492.977061113,422.900957681,287.968705205,37.0836946699,27.3687706911,635.111682456,639.432661416,745.364127347,338.595734219,945.73588684,749.933124178,460.433476793,439.255468327,456.635917403,537.068838832,898.680052055,461.936569332,678.827858413,901.560702739,947.687180674,44.9923614286,637.562256017,948.241495567,320.606854613,425.216933965,141.678992604,733.275865602,770.182403205,568.570687527,547.057359263,864.148140087,445.17829856,369.556064099,21.762527867,786.937064913,999
207.910826363,243.728620925,958.069593182,743.589531266,327.519285602,935.222670936,159.808120463,254.624130673,48.7934276898,448.561759244,843.917568948,44.1497192851,220.041823995,645.566794735,237.865557647,399.240961537,452.680102868,808.595311215,57.8950346185,89.8171749439,668.254974346,430.962159584,743.60662862,331.960808615,940.181928359,986.447773638,461.872382483,438.758618106,458.874963517,543.384320389,920.568777062,458.276187103,669.810213417,932.482790831,952.585045108,50.4224635785,657.8798854,952.699605248,319.222333532,429.051885724,150.305041744,729.516037421,195.253632474,280.157842081,521.097163775,874.334425418,445.182374029,340.739349018,29.1490032755,765.603808675,999
855.160089729,237.922465542,950.409680369,749.5201171,319.307010825,847.338095882,167.774752939,251.835452598,55.1474543796,446.309718545,847.645202472,41.6520838056,211.46074222,653.025537356,244.999073828,573.228351085,459.637757461,31.6091533172,48.7931369656,484.002110345,668.927712784,476.259898775,749.771156221,334.235469858,933.96969817,361.407762113,468.955439655,441.587844896,451.075580526,537.801659722,911.756333999,453.685115498,660.421636631,86.5633598899,956.200179721,42.7667451443,658.989815257,942.88946368,326.166791797,433.722437515,155.765737255,725.952410149,949.365225316,917.093457341,527.041532654,867.832256101,448.173178643,344.605965168,23.8960605964,756.702102443,999
196.004636128,246.788899317,950.887990146,733.755871728,335.942397345,19.3310391071,167.513956748,260.463503575,52.5036122506,448.911684967,840.658257965,41.3497650833,224.03507828,648.280902314,238.902340696,861.851702604,458.733665728,833.765925003,51.0555991354,934.10300235,671.606226714,404.910253803,751.949930664,327.508253275,946.471826486,865.633364367,465.06616213,432.042995865,468.876704796,552.099038041,925.377919877,456.029469262,662.365887229,303.373702708,949.379081436,43.6580602044,647.248336269,960.445592483,324.00952088,426.526231211,140.20165811,730.509379205,350.125893871,435.928759842,517.072756291,864.415571982,455.136097895,347.327557105,26.9061781281,766.798054225,999
858.907380763,239.495799463,968.672601564,744.80986028,318.580717538,665.127130446,159.372175216,257.49640319,47.436399412,449.164851963,833.653842691,44.3902251863,212.989277311,634.505726252,245.392845359,975.723442391,449.692111774,416.42673663,58.6399738055,852.433647221,671.112041648,265.946408452,742.764612401,338.879181512,944.001202093,894.751102195,464.308206189,437.867849426,454.989626888,552.530895033,911.96330887,461.373525513,663.833643137,819.70150853,957.234706566,56.8794224712,658.47212487,962.698849962,311.031229312,419.435078538,156.569621888,726.889545769,615.611097955,382.939547755,512.76061309,865.611630543,442.417505981,333.151120863,36.0059743633,763.26225253,999
351.9546921,234.123119072,959.796767002,733.518902028,326.982650357,562.611144718,144.583766413,264.294782924,33.5939419247,452.878898204,828.830075568,30.5835912295,209.080212753,642.428649371,243.305475317,295.724042617,438.406225221,964.655466729,70.0084889406,450.330529597,657.652273127,782.93113338,748.586212625,342.380399852,933.005993585,341.313375228,467.795516273,424.234220992,456.090919316,560.176610859,917.48396966,451.96223485,667.724717171,901.110365483,959.317073882,49.5520041002,647.510272904,956.902165792,319.309258682,427.188759712,150.742378572,719.646763504,227.445227583,629.780702133,521.524140549,873.623551106,452.168173326,336.019475295,32.9909144468,760.402688947,999
972.519784061,241.130089328,958.188649202,747.335551046,329.382788363,289.148953465,176.852903917,245.733486283,50.1528233617,448.409012335,842.326995736,45.7538824054,212.354761913,643.282252813,239.153469408,842.946812709,456.029752538,332.828069248,51.6382081492,984.836804701,673.339843527,282.218899094,745.678529367,340.207769957,938.369746773,688.0579335,476.25493253,440.670859456,444.932524115,544.722297721,918.199265231,457.245196283,654.544346891,715.854460756,960.070786425,45.834032936,654.603636089,944.658942168,336.761972857,424.315656027,148.468883167,728.700748926,398.98520257,214.440049479,518.844267927,862.09657559,447.224439323,351.576772551,33.5570817538,749.197090633,999
769.573489013,237.448842382,965.156163742,734.908492068,319.942851921,517.665268225,155.41920934,248.267916849,38.4852445906,457.473980822,837.43988501,45.7765728606,214.614376177,651.354835139,230.881450588,885.48944074,461.471639481,338.217017064,46.578043439,779.760555931,675.737699845,774.05644909,746.949017043,326.299407899,946.262809568,735.467924593,454.515331152,444.68846096,464.470548797,539.610365636,914.728594914,451.450033766,664.970973898,120.381931088,948.336390328,55.8574906864,658.870855661,950.749398573,313.493700987,435.61223965,157.662480028,728.065384235,465.79849292,293.518153651,515.075088295,872.459277943,448.840336099,347.544978396,21.0192252576,765.89751245,999
191.055038881,240.706273133,951.823482232,758.368145895,317.883843209,373.423741276,155.881394207,245.867207633,53.5013333151,433.526628439,841.559255532,34.3891586089,203.293149521,645.053139832,242.30283241,405.656471846,453.277999127,728.540654798,58.5979856605,129.750493045,658.057638963,118.189161668,741.695055663,330.588000916,941.593929793,735.834006114,460.608484075,451.362901009,461.975127645,547.044624781,919.149710724,443.398517037,656.729355054,156.656127787,950.08226403,36.6294211174,670.678916434,950.97602138,320.370252545,442.495479721,150.422518755,728.917403425,925.658155982,40.5251111302,534.455890917,863.151508042,437.344763895,337.911355111,32.6505217669,769.898673248,999
582.780863186,244.455171058,977.027276045,736.302801263,325.40824107,797.412970431,168.287977836,250.454573012,56.3755228587,462.820530603,827.692860226,33.9147272845,207.222413148,642.17307194,237.51780914,40.2586792832,441.513597952,852.200998221,70.3566429679,908.379331372,669.552708773,890.018736851,753.821388583,340.487145941,949.496922195,541.613278304,460.663941111,447.909787435,452.201020524,545.823092599,906.135055674,468.65819897,667.220097796,696.962575847,956.63037835,53.893562827,665.961186113,957.120880772,317.202845064,414.385237036,149.969192491,739.099872171,997.093966845,600.343265289,508.018332981,863.790643988,437.154599852,327.832334364,43.4553709367,756.959501117,999
147.334040846,249.32589952,969.374485492,743.925822016,330.232740241,825.070321858,159.266916808,252.519819201,56.5567745139,450.728292774,841.404479999,42.0482481088,219.150458993,627.222216436,237.059015024,238.304838995,457.193736856,96.7516003879,55.3604290736,308.619269405,672.123127172,973.822509897,744.75908915,342.500172164,951.339588282,291.161358489,472.756179175,430.746174423,450.261625416,544.172132097,920.114153754,456.080977448,669.535209979,426.092244676,967.40248404,49.8995477761,656.959682176,954.658879642,317.231273704,406.557498904,146.226108648,719.441343289,868.677852155,752.031852167,505.598510668,858.446607072,432.636604891,343.82211365,46.7063419092,766.750739554,999
