@relation D15
@attribute dim0 real
@attribute dim1 real
@attribute dim2 real
@attribute dim3 real
@attribute dim4 real
@attribute dim5 real
@attribute dim6 real
@attribute dim7 real
@attribute dim8 real
@attribute dim9 real
@attribute dim10 real
@attribute dim11 real
@attribute dim12 real
@attribute dim13 real
@attribute dim14 real
@attribute class {999}
@data
933.801493164,353.801499834,897.950969085,922.111043247,162.636487297,674.214139335,28.4236833215,823.107626936,148.188438811,664.55636907,291.830804762,551.27779826,31.3682919368,747.569290855,478.029916502,999
500.426636798,358.931279873,108.620393779,929.434295464,335.577244444,378.887898464,35.3992028461,967.549378443,153.256386522,162.491540552,297.035322933,885.171844484,22.1118507973,886.21889856,703.254054095,999
811.078592915,376.100012726,235.002515225,938.81098544,974.324446359,602.774949859,34.9260562467,958.709255611,152.167775118,803.618589116,292.595397668,583.589900979,37.081562231,811.05646595,906.297542725,999
686.336003028,369.760507038,383.698615179,937.24447727,894.788668756,90.1843380332,30.9017953082,538.136736688,148.783360354,850.082795772,306.167666255,793.993588336,34.3474910727,91.0788526789,301.361867273,999
810.251685042,370.015017522,806.907011218,928.040569622,303.759662168,517.417921232,32.0839634957,525.995746823,154.073421232,921.011138505,297.999052248,707.624197965,25.290758598,463.173988339,87.9539968352,999
470.916644727,368.136425167,456.05901546,935.78246379,327.974617887,177.937439675,31.2161210415,118.519185284,148.508705553,90.0039777794,294.957166005,995.49722778,32.6784333586,958.214499665,883.118709066,999
2.29267268296,363.531444236,357.972245749,926.604597176,269.255425664,379.669327701,29.1614468904,230.830313717,140.213604318,301.479219799,322.281485753,62.9356501078,30.9987539594,521.347088925,465.951692745,999
690.329460765,390.598892879,861.943941945,924.181103051,334.874193657,678.615475129,37.2036950645,192.318999905,151.550734395,153.021700142,303.898331891,688.635459369,39.2258550505,68.5913652615,270.775022955,999
505.08111504,389.733040097,181.229485967,926.988848825,445.397117638,13.6699678889,23.0682103868,602.763442454,153.830615058,618.133899505,300.759429514,438.347494172,48.6471202455,108.525549427,322.724307863,999
474.597721489,389.828118466,471.962740138,929.571491146,513.740541729,75.7393465853,19.0385301015,242.748810593,157.684869525,758.546190006,312.403428192,704.666283253,48.9543493014,181.62235054,725.135870549,999
43.8692622383,388.046185087,162.249156201,921.220903901,559.970296136,362.882553651,30.5180809444,831.830878154,159.001260123,11.6440897733,306.49304492,207.461138254,50.8678029014,727.478371692,607.354732072,999
422.616809039,376.512104079,393.451971699,913.355010843,222.111738885,964.694927677,38.0081199468,772.132094201,150.202449203,792.37682155,301.594777846,797.388501118,39.7322411578,726.789561343,371.343420236,999
292.362288494,374.733816347,749.356066517,934.561445664,697.311446169,737.97134372,33.6115352078,281.51899455,141.474661974,295.299135257,292.637568689,889.399141396,60.5363569049,711.742982724,97.0122094018,999
826.394317727,367.582301089,596.582259949,932.511678119,638.052021,342.138681093,43.1989006826,388.986167042,152.675830249,317.35797437,296.974616679,598.993492314,52.820682742,910.299170682,318.838704702,999
231.079718351,369.71693393,972.769486198,931.00974592,432.58380648,673.601065254,35.0945984772,842.445414775,148.042878327,479.822374284,287.159137486,931.695456198,56.0430759302,890.00115759,648.788971472,999
245.125949227,363.772118865,41.0169534069,949.723444566,518.300048837,975.553631904,29.9062416905,985.217259945,141.904033809,610.427604179,317.251975693,31.5357787787,60.1902828234,574.241617173,909.629932348,999
867.884926487,370.67995153,966.653590295,927.245761566,557.714460335,748.003945781,13.6151010342,208.576363525,140.450645579,913.001365341,290.522145609,463.316573308,74.0535118167,982.189473723,555.786145402,999
569.439716392,372.293243508,912.102560819,926.698556151,296.623121331,835.35788078,17.6960323345,647.170424519,141.019006518,266.96553081,287.638631316,809.322036507,65.3274490052,951.486608126,592.470204489,999
815.793735565,377.408464393,10.4666929078,931.629467352,594.985243667,74.2228004132,18.2263158225,525.477440253,141.377950306,431.91854548,299.168451801,609.101681415,77.6044778417,562.718998277,238.233590936,999
897.726092406,365.9173383,473.576993254,944.787069173,192.420227767,292.902511468,51.8420324059,200.791209303,159.086446132,390.08427927,324.320278497,684.425360372,49.6547074547,918.315825335,618.990645361,999
476.537947582,373.461538919,935.498179019,947.232329853,9.29560544471,527.847120524,53.9085967611,854.750177528,138.074691418,285.877435916,325.213661589,874.105810943,25.4583350437,401.905397859,598.975972027,999
301.911805748,380.311168568,699.771528364,940.626191693,853.594290282,729.712548095,30.7791809489,23.7768186748,139.127104459,235.623359296,328.93369796,745.178491033,27.7220525165,225.462817794,417.802558272,999
150.973414615,362.043735463,724.010158122,953.407561267,295.38926721,242.022937316,40.3590353731,439.577136978,150.153954784,982.774663134,320.598254204,5.87265872916,36.6055394292,446.025966542,40.5349585999,999
207.309730885,358.679106932,744.303764802,927.026205782,792.599855214,340.774352613,31.3114433115,424.731096526,154.53437345,385.554028572,326.268222041,267.134976618,46.9164854268,204.197672193,389.261330199,999
587.734650505,379.666774925,801.40865529,919.178021137,641.469970266,7.98718523511,40.9855527911,995.718013132,155.841504758,996.224241113,324.789680105,540.830087729,40.9211018488,558.831167522,155.353927724,999
279.16147471,381.992630092,102.359616816,924.616454728,431.052504313,626.729168525,35.3833871885,677.727065956,136.040565722,950.46744618,309.445545911,490.931384974,26.9746294936,269.771432459,952.211420261,999
510.1844304,348.811556233,558.205694444,942.90848343,562.340349215,476.074864846,57.6071445212,325.495028226,136.768550653,799.382119608,290.887978908,888.035590547,53.5959061855,368.295264222,83.167706878,999
935.996612839,366.051233509,494.496228101,948.376519554,146.75158027,924.810929867,57.2774714242,346.263101199,147.806484417,874.35754044,287.838296566,436.132975155,34.7044455864,497.828816942,305.764163482,999
89.9790189378,364.091619783,889.433316926,943.6511236,467.847119858,421.040362129,40.7598763927,494.843667544,130.99733929,736.754003463,300.10020715,425.047165685,55.7204180202,634.649271032,523.283898242,999
757.385806514,364.752378968,28.4897053499,941.325576015,797.216459785,166.408834249,32.7561576401,603.561412035,148.276887505,546.487097244,315.957787684,936.451731862,72.157129574,831.999257624,547.264653028,999
678.961139293,376.477493646,84.1810300923,953.09275347,591.704418244,721.321517905,49.8739667891,387.69586379,156.025920454,816.930278047,320.875010293,826.586631874,63.163949808,758.318315435,449.417578226,999
42.7137344943,370.578996337,563.802220183,951.462550708,264.060014666,529.617944802,52.9962968086,385.609784373,137.246536166,588.837539498,302.906741799,460.67532468,54.0995226606,650.072370359,817.625311011,999
137.024360079,367.135419675,229.33993021,958.582305057,222.868287377,496.67606668,40.0699350597,115.207880212,130.668132324,671.923335017,299.374751099,432.148476555,45.8365969039,728.824772123,33.3437354369,999
68.7015140884,365.264873386,992.600582771,961.553996428,143.739695559,690.390309086,42.6901265078,642.470132923,139.935282476,154.97827363,294.946144568,477.147251721,47.7151568022,596.286683618,167.38328277,999
484.009155401,375.266624242,80.4927851882,949.906383255,600.735481565,943.482873228,31.9808066523,803.138876963,144.39290406,505.660890084,318.573609434,741.675756506,39.956327636,745.722364229,220.697155845,999
852.565318778,371.525271157,19.7489311346,942.611068893,456.84082452,270.693508523,54.5048604034,272.772795515,132.789135815,719.562106936,322.504954535,86.1972647849,46.5180202425,839.908515313,746.153069913,999
340.471439475,369.089424088,315.604533902,926.659833161,241.76505231,845.01373872,18.2170782876,665.618584082,156.596775821,900.903453165,306.559108949,272.527650196,58.8463203959,771.663673308,502.108372961,999
972.785030221,364.519971085,859.964912602,915.415486687,341.895174284,434.301553394,25.7081801233,622.770995444,151.511677983,274.79634612,310.39902059,429.03385313,61.1837604351,348.474589378,282.385865494,999
919.913027802,346.532396918,323.77495437,923.994949969,972.959911986,617.501792437,27.7214277633,420.654950703,140.434665859,110.420335847,299.938682358,632.678006276,28.0909977712,10.7488978914,744.922524718,999
273.933558831,377.029076775,281.821169665,917.915375756,45.261727668,386.003915107,47.7524611805,840.757273865,158.306014265,323.783020938,299.093520757,796.703932889,34.7422752186,649.248626437,48.2600591854,999
974.962012193,351.911723387,303.105018002,917.206588761,659.85504539,126.61339734,34.7016507968,643.069479398,143.724687189,325.162146749,285.267737421,822.590339968,29.2757947025,896.217730759,50.2578388312,999
510.594513352,352.407331635,968.024225935,925.492521145,109.309648838,885.802663212,28.8941629761,560.351274384,155.127716192,830.902016929,290.124111348,175.111312319,40.8576303136,81.4602605436,846.9199876,999
510.260908138,359.50416378,156.0804678,918.336851168,489.179485557,110.909036843,21.1674439892,14.7623499506,142.619449782,901.788152795,288.062708251,987.427723818,33.2466133397,607.979285855,939.322782687,999
529.108771984,358.074872358,197.878198977,937.008981555,750.336649548,85.0723865792,42.8599897804,840.528011911,149.395131433,62.0295656118,303.168027725,232.063370755,17.7298631753,330.207318011,954.531178659,999
965.112423276,377.509004339,270.602442639,946.481126061,801.220150937,239.337357466,25.6961607878,299.27737343,159.24439473,288.319291788,300.297819977,182.837280004,35.503567919,726.114191039,674.645450892,999
606.050792271,382.043190957,718.892819408,942.335501571,65.9440445305,91.0922474896,25.434437429,153.395005384,152.337697849,161.37472137,294.39711038,900.438024366,34.078744798,963.721394797,425.244345826,999
537.542324493,378.478101251,692.476610353,933.513651555,311.691285567,436.509701172,45.1803680714,841.19840276,160.271438482,813.332838983,299.399150371,752.928019959,39.4924897424,297.741019567,740.213256271,999
942.867606561,358.531943565,705.222008663,932.575631443,514.476221804,352.699945457,33.124918591,803.561210159,142.596700465,937.918682781,310.764267429,723.621149322,35.4448902527,525.03776951,637.081408594,999
256.551727355,358.651458898,871.492317362,930.878842154,425.716998911,793.026338072,34.7750711237,177.773544416,134.286632122,595.193340086,322.163412036,723.302549435,32.0369826909,122.217225836,851.788604608,999
625.047441742,386.852267397,548.829025496,921.246382478,69.8003597727,165.474846044,15.0217610868,789.790105385,158.99873321,196.3909143,313.181370497,686.584360827,46.8275256909,14.5457185164,220.664558916,999
311.31356113,394.087947654,464.212380777,922.270235498,585.316286188,461.668173,21.3427577875,542.301458825,167.729370768,780.799257985,303.19838541,145.436661421,48.466787377,720.622123813,973.52256462,999
134.257429079,387.572376702,13.0410046942,916.707405501,206.204043905,174.23228653,33.8067196792,811.199710932,155.993932149,256.432292789,304.255097707,210.883421699,40.3371835234,620.896131146,753.501637579,999
374.667222236,365.699776457,978.14993272,933.438689445,280.618880148,57.8844321688,48.21179827,294.958965217,158.718356024,224.470821737,291.764682531,144.485394111,57.0118619876,205.917700511,68.3482039382,999
201.638664995,374.786203013,360.566628642,936.868257515,730.31304801,443.168360617,46.0889406304,84.3042529049,150.306225273,211.694553126,290.980808425,726.79951342,54.1605243669,918.345058651,812.698309297,999
204.165711412,361.897535845,461.060904768,952.963121869,514.919525393,560.048924893,25.5346680718,769.336928213,136.621015676,193.579191121,310.0924963,223.356769191,58.0098988006,442.168374013,379.811593507,999
336.871399238,366.730244453,129.128913771,929.551652603,539.075272673,477.579422137,11.7031585277,789.025198147,134.943559971,929.097738529,297.312936393,396.503294328,70.8571651845,145.4392919,940.601500215,999
466.91695434,368.490792059,12.1405310911,929.785016215,940.438646078,748.363628417,10.2655465575,711.854980032,133.393304442,289.502613062,280.312993519,920.801134005,70.4385169927,827.696081186,201.043516039,999
545.106494109,374.180213179,818.125376752,923.472108617,402.623285303,499.355177699,7.00132829336,762.997731423,138.079529974,985.031741469,299.261466337,682.793388105,83.8563048586,297.686966735,849.878937785,999
568.33170084,386.257548381,848.127530167,936.407624932,680.415904143,737.830736895,20.9350929124,596.498437961,150.037920713,665.563626643,297.22477045,237.353036636,82.2582291816,258.595331411,588.205195374,999
149.824603798,382.348226337,120.11426105,925.695113514,609.105639041,600.975519521,18.6240642849,909.63649053,141.221504117,617.771089543,290.808505549,300.833378287,72.1903537411,842.33049827,410.987561568,999
309.964229037,374.106605668,910.4812111,933.770013372,427.34655321,93.8616150333,16.56001553,306.223477533,149.857656733,138.715060099,294.986900077,821.562914901,76.1606923818,158.732489412,901.01253382,999
285.270318926,375.825886452,93.4732888424,921.376235958,257.553551333,563.507927468,16.0382322835,758.664898648,146.039879837,939.113877864,285.682784818,798.618999107,66.2859601376,872.961257415,859.535116901,999
638.818327279,391.35777097,992.493583388,924.706038839,407.133043876,411.568952624,44.4760076645,629.931685918,148.180808247,439.850362009,301.904440588,891.506732123,51.0133723412,642.658041175,538.181843143,999
695.131041166,954.715465269,443.324510582,52.7611043399,651.764152666,251.417266416,952.486617218,936.376430752,842.595981463,153.436078815,846.860526745,157.023112524,543.863308352,659.882508805,642.158153556,999
974.909765577,950.381678798,446.574850932,60.9416497686,650.366797568,245.904441065,950.638960314,445.599234019,839.308544854,163.72937193,841.422581782,159.171016914,548.193049707,877.61336319,648.501523711,999
366.362180437,963.095109502,436.804021396,63.9575726991,645.509329151,243.161312804,959.417754397,651.924388796,840.773511515,156.21627154,852.171474555,161.762493297,541.201105272,579.678493275,636.024773255,999
163.391877613,960.108284532,447.674228447,62.1558941207,646.732186939,247.306158584,963.125033947,209.649503208,846.030421066,148.14499366,844.024984384,151.055870857,539.907007594,481.26687692,637.040770418,999
957.9718489,947.639666226,437.182937842,59.7936269202,653.817316367,252.507212406,964.860074368,47.1659858161,847.953658974,162.14113418,848.350180841,156.115674016,548.133889742,207.245511643,639.721373597,999
624.387681247,951.709859268,435.998720761,52.533156411,641.916796725,245.382958754,949.748214753,978.562169951,850.187401905,159.516688699,840.415933907,153.724550138,548.244139046,887.472160062,636.882729552,999
102.03918588,952.201774114,438.127230932,46.6701095263,657.261084128,246.12218279,953.721388327,856.118937465,837.215487751,160.199667988,852.651374688,160.661057355,540.907483671,566.691517678,633.962683221,999
891.358199748,957.25868475,447.327988985,56.9244568739,649.116041403,244.713351484,945.012234464,375.117735853,838.074058818,159.29450815,850.622917963,162.158144061,533.527947546,143.361747413,647.476319056,999
116.41006565,954.817660568,439.321115759,62.9898632496,649.488273475,252.39089791,958.762916895,627.243869235,843.3061839,148.250865518,846.89464585,158.240575767,533.571914621,64.7186964495,627.138276502,999
970.159139123,958.547220844,438.31533478,61.7004158709,642.133017077,250.379961816,956.303693799,865.105703616,849.333443131,147.520310869,849.295083141,153.150604735,532.904011569,369.830550713,639.960702982,999
448.304661107,957.140437181,446.789456448,46.2017030058,645.802960745,252.183168739,944.331187068,521.402784277,838.256068515,146.186877971,836.716296075,161.240187551,550.420835548,550.739378612,647.316699191,999
490.511672141,951.4856247,438.089528044,53.1633629795,641.521062866,256.792347833,944.946199757,593.360548137,843.054014361,156.626023665,839.035966259,155.708331456,542.771236086,262.892359366,640.625405088,999
555.330685449,958.152044607,439.768892152,64.3765733074,646.754892307,248.681312937,946.012605944,560.237855946,840.331426285,154.929127578,849.651764681,167.688835015,556.500979815,413.175768632,642.973091039,999
636.236392568,952.402104314,443.578465941,67.5233761096,644.580168785,255.463098499,951.725043828,835.794973905,845.864545428,164.248776749,829.902067685,151.703911978,547.0404788,215.887813533,640.89658469,999
639.954750981,948.755876787,431.339354773,59.2488120099,635.323656166,252.049942792,954.095854015,821.508662618,855.491518716,155.477603891,835.446080523,155.45518981,541.846041078,393.124701899,639.413298147,999
867.323297065,964.245290882,431.753144333,50.1369590108,640.370540486,244.231758521,945.369595403,441.055904682,852.683320588,148.177218098,839.723651747,156.96446402,539.060263444,406.161912994,634.628742456,999
770.54258025,962.354453419,441.034509677,49.5593058275,632.64575205,252.792315922,948.485838829,413.947643271,844.002090339,144.199038023,843.022872035,157.459684201,535.190442788,729.339803752,635.263822686,999
270.841471105,942.970956876,445.531906097,62.1866773251,657.01355433,259.354660364,950.308520704,310.052814649,841.77711461,166.513723896,845.336600401,154.60090544,546.776957918,918.000050166,652.743838073,999
138.724742073,953.229884358,447.987185667,65.6191104222,656.180227563,257.547999553,954.555288597,11.3494851631,854.249541041,171.496571799,847.918281953,149.028230701,554.827379543,853.741295655,639.043707225,999
313.313576289,949.130254432,449.667294091,53.6940015519,663.139628157,257.084967366,953.996624493,370.993315027,847.683428719,175.329213957,856.530831573,150.136922696,554.754297678,252.191141093,645.13817164,999
153.248596946,948.610301052,444.208873922,48.1419502522,659.204189364,262.706752339,960.613278211,358.968304004,848.285922967,165.87791619,839.321771678,157.349183381,554.636792161,195.184722513,642.389772797,999
376.570702679,959.388528503,450.486612386,59.7910280415,660.775183358,268.627804106,952.962730261,74.8558456596,855.079896281,166.897528237,847.45472938,145.922980555,546.70118202,601.582586862,641.957223487,999
663.435255644,950.631394173,448.584444333,50.5379833227,655.566117758,264.992046809,965.27870534,34.5684166004,845.286911817,161.858357834,834.105003184,152.465032376,544.331347633,337.772380245,644.88203239,999
125.455458435,948.071742754,443.284695489,58.9312872795,647.401549272,262.843029775,945.758617602,11.6575599696,853.064435194,165.162308913,854.099612652,152.574681223,548.803699341,91.3570027257,632.66373871,999
365.79762487,960.601877122,443.693095339,76.706177836,654.518639304,262.621236893,960.597881262,767.887729337,847.754544138,178.282690421,832.628062258,154.781205653,555.930277422,475.004781084,644.096528929,999
622.445961411,961.057377644,442.164128878,54.443114506,655.12036692,261.895223522,947.658119208,831.052162463,847.138714212,162.619832196,838.459813263,155.241724072,557.555807007,883.11209177,635.636237007,999
36.7002258727,954.493497874,447.671353911,70.1262356169,652.106116505,268.04641933,941.878674647,830.61018656,839.710597622,174.902948046,832.334668315,146.6386377,543.932406479,391.179228851,649.119838594,999
373.24703507,955.473332029,450.032460448,76.5047012934,656.537192997,265.803053104,955.471089056,978.107390341,838.288520148,181.712924004,836.316837633,147.511039528,547.086278574,668.36793669,638.725875991,999
454.361856907,966.904684149,448.78136732,79.1561886688,658.724292406,266.971469084,954.82602999,495.152191559,843.579923835,174.515353576,823.275679967,150.54532586,559.920284135,19.4180132655,639.954513425,999
633.930817986,963.230713442,448.835981848,58.1447092169,660.488197351,260.971637791,974.593110064,737.026248502,844.268411185,183.882327509,838.981586294,148.829867248,559.375121974,644.348332284,648.730922845,999
573.005384777,957.592615455,449.814576035,62.0631890487,648.495825244,277.33959651,950.272328343,680.1223121,844.053252149,179.288824087,817.163258335,149.096520444,551.040460542,585.70960618,647.389447426,999
258.768860609,959.812443485,446.154040131,76.9445263781,661.026442359,270.417931863,936.788721873,497.281515465,843.617134896,187.772759749,828.825737015,154.571633445,549.635497665,278.411010543,636.992790167,999
266.257676685,950.33176308,453.354389628,67.9697140259,653.730122066,270.378946305,950.411307044,91.347589503,838.526953146,187.498579418,812.019675161,156.535966727,545.900817375,8.42788754552,636.915514837,999
87.3856342398,959.800254574,451.243731337,70.0440317557,658.016805746,264.44244209,959.833880751,501.891526032,838.55907704,184.207484526,848.804110156,146.192672858,549.039620868,503.900427203,646.576543585,999
892.394066903,950.897995293,457.181812998,72.6951116401,642.091752478,272.004086467,945.037374977,306.13053101,837.584347856,184.290801798,821.797221797,143.891465477,555.786449452,775.930647631,641.835515382,999
922.51665352,956.540007192,452.920744871,69.3190039166,660.11759957,277.293847706,949.089867353,43.3016992059,836.709063994,191.257361634,821.767964401,159.626890311,551.665005122,252.662445548,640.458104077,999
630.152234008,950.054377581,456.230045569,66.0592750643,646.99528996,258.888800739,939.538172978,29.1753680725,835.240196641,183.243450899,837.863798391,142.71506697,539.522697686,466.379654711,641.282569853,999
568.847874437,951.788702222,448.59457074,53.2261866674,653.146251197,268.131263747,965.263597421,303.887373581,837.963823657,181.496185237,844.841146347,144.244851915,540.301969361,57.3827677097,652.579941816,999
396.10455696,959.279250649,441.471846469,77.924784571,654.297894877,276.942869061,945.64256275,951.901713973,845.298533598,173.934294147,830.797303378,144.164312673,537.443623177,350.893254692,646.348207439,999
128.093176479,964.021910986,444.553758204,65.1181247979,660.95440249,270.548455288,943.822886776,219.405722492,850.235719343,181.815705604,830.340857479,148.666234996,571.230475429,792.403828427,646.987311088,999
592.416680491,961.497020328,441.168689554,66.8590880988,658.293571123,256.965157031,976.082416596,67.8596359201,853.219026494,179.448844446,842.162005645,146.023069314,564.486851288,616.309697815,650.459911414,999
754.995783159,955.730891008,451.413206738,77.0708157104,654.690208664,268.078606409,954.467806524,546.480275657,850.804847812,187.928113453,838.387665132,146.480646217,564.465489676,183.339579071,653.00734951,999
325.436214374,960.271700175,455.150183897,83.731538566,661.428596225,263.822579623,956.409963756,117.255641044,852.199608434,185.316626871,831.688808932,150.155612575,556.91637493,90.649883101,630.659811029,999
935.009704481,958.522232889,441.896592459,66.962259676,658.696414332,258.575276731,938.757238845,332.332056267,853.286816811,190.096055246,834.34532852,154.300899063,566.83468392,602.680545997,652.387141936,999
749.248657101,960.142699099,438.935963712,43.7859954847,662.874292209,267.755716797,977.646454077,722.20485347,843.684540504,188.906320083,823.850756752,151.921035715,565.524767571,390.081665884,656.019232187,999
875.554653386,965.692000848,447.004630565,52.0847428489,655.487324291,266.324572785,973.711050856,518.757635385,850.278075883,186.937555406,833.778412029,149.689176448,559.865035552,25.3213127967,652.326129593,999
122.216416592,964.761995554,443.208477168,71.4954004519,663.503411774,257.986402302,946.772317095,651.142654876,855.856775365,186.463369116,824.46319398,148.492751335,558.644138332,757.461289539,647.240903977,999
688.795263522,967.707250465,450.349458893,48.1987321442,651.372592229,265.618726357,986.23520177,589.095080135,850.574951754,181.789971157,846.992053282,143.406728359,562.691887658,377.786938698,655.30697409,999
846.897754064,970.878696892,444.828148339,51.9002334815,668.593605292,266.589190644,977.18477299,315.926616822,849.4729284,182.511772195,829.476026665,153.866998535,557.027163863,128.356246383,654.652133431,999
943.163608166,967.416244042,446.121695737,72.6268648699,662.478842114,257.645350198,980.481184896,105.784984016,859.548111144,184.048864491,834.22109826,149.913713226,557.740494844,576.672561437,652.930118798,999
623.047169918,955.760350154,434.692014471,69.8352886187,662.066835948,255.759886068,976.363670332,649.136127804,849.878972308,187.374860791,843.013222643,150.548948697,556.854192227,827.299843681,656.501875474,999
491.877158103,951.42952125,434.7893017,60.847792598,660.800780058,266.275796106,935.553613323,926.035218679,851.202758458,193.473128196,838.714789654,151.491420926,562.877042059,210.367393125,657.871412307,999
864.025093353,955.197679431,434.776487018,71.6776651554,665.387572086,266.223723925,929.388994748,981.567935471,858.544738006,186.049206058,838.884446457,150.006177507,565.004472247,856.476613269,655.808652318,999
257.102297054,957.512067528,445.266378334,57.1856349193,662.451738906,259.919517757,922.116882473,116.593930598,856.803965815,188.428580108,825.567684757,152.526223292,564.117938862,401.905951376,661.241184485,999
155.672416245,958.601470302,440.026398235,72.9112040218,657.038758885,259.148984137,953.127920814,918.318965583,851.603365917,200.198617871,840.590369734,146.618613175,560.261398674,581.600684444,656.081640883,999
565.451826554,958.29225337,447.634408928,60.2325845594,657.074802458,259.470025026,982.953433573,419.154053251,850.868654718,190.062845178,828.581206691,162.635285535,561.12123784,549.211748861,654.413608086,999
416.420752992,964.969122282,435.152016249,79.491116397,666.536108761,265.024631948,948.435482342,406.613781268,855.750093113,196.938085632,824.800932125,153.186641173,567.672812452,952.755673753,648.797948874,999
379.070593006,954.583760019,434.576674442,22.8097597259,658.9624233,259.462648125,985.379136415,910.944062031,844.513747134,188.379180631,828.137594337,146.275571592,566.938972927,52.1727334445,663.237701038,999
706.734950566,954.322477138,440.066387486,60.1529275654,666.552603072,259.249008109,966.908586087,637.646366587,842.220843365,194.113452267,851.876032178,154.239401919,563.845297365,203.173027759,662.46488345,999
938.404023328,956.693658336,432.779687056,90.7957149667,664.230364438,269.285087568,955.036043324,352.830992,853.625505333,194.166007683,837.718872702,147.57990899,569.076267624,158.808609145,657.272029831,999
643.954019534,962.361739664,442.770727388,36.4322774799,666.794409552,267.531417032,978.097398,562.787664722,847.638984921,192.709995813,817.293234623,142.984137295,564.492600806,322.618002495,653.580069722,999
334.760005672,957.667461312,443.55230209,39.773036995,655.216283285,274.76110241,980.378037638,430.174919286,852.255955367,190.388789888,823.757181706,148.36595018,573.75045436,665.683105295,664.324253142,999
281.679790608,963.15023497,440.66837272,44.6098869841,664.061760119,273.088584785,972.808380892,179.126848431,846.199299609,186.532273658,818.487361545,147.619186179,554.225584982,394.960180722,665.122359003,999
627.180181032,960.059486232,437.444726902,56.6075098382,651.989235596,263.676134349,931.295803193,770.9613857,854.501403215,188.102086059,834.522120654,156.287255202,557.046072445,490.865850112,653.347354515,999
682.034322905,957.145630413,440.53185761,77.2999394584,660.878833765,262.89334246,958.049420236,672.52839328,856.152065448,195.123074381,836.966499266,137.865720939,564.992045248,327.479815983,662.847713636,999
292.412695675,951.104056519,438.174193771,49.2502743784,668.119943681,261.55611185,921.534870663,422.985698772,849.244065187,180.122951959,829.524703616,145.054596399,557.169068883,283.668448168,663.379064943,999
774.952343609,958.440103918,430.721402429,31.6320020129,666.285919632,274.586764014,975.959272544,945.406977969,845.199590771,183.396018944,820.868016664,147.894574151,571.469663366,596.017492302,647.639209505,999
665.533773379,969.141183387,450.102730797,64.0949468029,663.565921729,268.978564313,942.426896506,697.865031091,857.434976318,189.554906811,834.461904607,157.669406521,567.537860805,295.306390489,640.580758907,999
839.32769983,972.585976781,438.17329385,63.2093510614,659.695479835,270.827236926,959.170928759,655.238802271,839.586775138,183.086868201,839.705027493,146.518865826,555.470002063,440.187373502,651.961461408,999
508.452250783,948.689681394,443.785874665,82.6787174561,672.177236577,271.023182786,934.250717048,336.287189712,853.292447288,189.957122482,849.048264734,144.749143527,574.475958398,863.148769869,657.505208419,999
416.73829067,958.194715636,446.94641965,44.3592888768,659.348662109,269.750872312,924.509720912,722.815595962,851.50667428,177.021814458,816.184420628,148.596848702,565.457523134,501.401910728,665.036673145,999
635.383480747,959.805204392,444.431059117,41.7402700689,663.435320503,279.904555218,972.741563132,143.437422808,848.544087819,179.839028292,814.880598299,143.316602944,562.643826858,709.898123876,656.541889308,999
668.645351135,957.112736885,437.360798345,73.3311720833,674.358487669,272.490527962,937.003550062,882.301567219,848.684550227,187.934610109,833.985375394,154.810248574,572.590088435,543.434201597,642.426107592,999
580.64675164,952.27811489,445.976412443,84.5933268709,667.214070532,267.015754315,947.264848572,687.778956091,864.031329861,197.742601393,843.196425283,144.649077082,568.722033093,609.477066181,658.482065167,999
834.227019306,949.381312569,442.023966483,80.8262311277,669.385478223,274.562960937,939.009812396,722.327654979,861.094294421,188.673048555,836.087288792,145.713962379,574.288916867,688.736703974,659.938633716,999
727.289029552,966.014458444,437.154605167,70.2353675892,658.769609488,271.454206242,949.649251353,915.931047768,851.179032416,189.004040894,847.597526414,145.053726194,567.478176223,670.92165758,637.083194537,999
880.094813597,971.120904524,445.090903371,39.7995080608,657.76733428,275.111001883,987.435089824,380.920723877,844.794610598,178.914561997,846.179749652,146.045197833,571.305017483,47.0524781656,657.169535317,999
757.149551467,957.576752787,445.798998317,63.7697320487,660.662189111,265.803332355,953.380292051,716.804982334,843.906354507,185.979069083,815.178843549,151.390048503,537.227472221,905.699418257,643.121522953,999
627.311777046,954.159284346,461.082594431,54.4678072353,638.693467376,258.13256109,945.003569646,80.3854246661,831.477303916,189.382024785,824.893341479,144.243627441,545.064405829,459.023544245,636.666454173,999
344.778566992,954.091798287,450.721364998,76.0700842494,639.447933759,262.935181903,927.915700783,26.4494048385,826.039139584,182.021367365,850.585727503,139.603213613,544.567322684,831.021261182,645.130132259,999
247.700723677,959.3998801,445.717731459,39.757594667,646.736207725,272.3060557,954.744499269,144.46382892,829.145814723,182.142586417,843.385958353,154.556034932,531.289952857,799.49210123,660.532801226,999
707.284849807,941.653377653,450.1035701,55.8870400433,658.135228208,257.325317624,975.72358476,66.442685804,843.335403694,174.032794752,856.311933923,154.012432241,546.460182403,154.435034328,658.345982903,999
848.665987187,951.820240169,440.056655423,72.1438174979,665.655529889,272.726229147,951.307491769,454.204874604,839.576327734,182.423714499,821.609814391,153.582857418,529.709736545,247.948840807,651.607683363,999
338.390363538,959.605436893,442.309674604,63.6482990153,656.829184273,276.195141048,951.835644041,509.889030688,834.215046417,169.16156024,837.987894531,142.413702871,544.91020414,714.471346267,655.851583999,999
